piece_key,pipeline,performance_count,pitch_f1,onset_f1,note_f1,pedal_f1,duration_accuracy,tie_accuracy,voice_accuracy,duration_mae_ql
BeethovenPiano_Sonatas_28-1,P4-L-NP,5,0.8948325722155559,0.8948325722155559,0.3692374300535322,0.0,0.4122625671772343,0.4107639913127813,0.47752315018200475,0.4715763439209443
BeethovenPiano_Sonatas_31-3_4,P4-R,10,0.15328120916213328,0.15307925500136904,0.0810602737832666,0.0013386651290859595,0.5237720614432552,0.6,0.849919170604245,0.7175461585394658
BeethovenPiano_Sonatas_31-3_4,P4-R-NP,10,0.15328120916213328,0.15307925500136904,0.0810602737832666,0.0,0.5237720614432552,0.6,0.849919170604245,0.7174914923945976
BeethovenPiano_Sonatas_31-3_4,P4-L,10,0.15328120916213328,0.15307925500136904,0.054989192448557864,0.0009729576281158047,0.353818768094481,0.3,0.7468137898823581,0.5769300488724267
BeethovenPiano_Sonatas_31-3_4,P4-L-NP,10,0.15328120916213328,0.15307925500136904,0.05931538764031855,0.0,0.38206236346282,0.26666666666666666,0.7588322239409929,0.5510164946251395
BeethovenPiano_Sonatas_32-1,P4-R,9,0.19023478520767484,0.1875052920730852,0.12723992747436647,0.002845346306465818,0.667135739951711,0.25641025641025644,0.6512791106240639,0.35524292978966365
BeethovenPiano_Sonatas_32-1,P4-R-NP,9,0.19023478520767484,0.1875052920730852,0.12723992747436647,0.0,0.667135739951711,0.25641025641025644,0.6512791106240639,0.35521672659633435
BeethovenPiano_Sonatas_32-1,P4-L,9,0.19023478520767484,0.1875052920730852,0.1326341063907809,0.003506060677216107,0.6898181426965251,0.17592592592592593,0.6294631393878615,0.304815399926649
BeethovenPiano_Sonatas_32-1,P4-L-NP,9,0.19023478520767484,0.1875052920730852,0.13288432132095163,0.0,0.692023899811815,0.18447293447293445,0.6284902931052836,0.30334347579883497
BeethovenPiano_Sonatas_8-2,P4-R,1,0.9422394320748628,0.9422394320748628,0.43691513391416587,,0.46301369863013697,0.9375,0.5317577548005908,0.7497431505931508
BeethovenPiano_Sonatas_8-2,P4-R-NP,1,0.9422394320748628,0.9422394320748628,0.43691513391416587,,0.46301369863013697,0.9375,0.5317577548005908,0.7495433789020548
BeethovenPiano_Sonatas_8-2,P4-L,1,0.9422394320748628,0.9422394320748628,0.18651177799290095,,0.19657534246575342,0.3125,0.44982698961937717,0.5923515980123288
BeethovenPiano_Sonatas_8-2,P4-L-NP,1,0.9422394320748628,0.9422394320748628,0.19490158115521136,,0.2054794520547945,0.3125,0.45364238410596025,0.5791095888780822
BeethovenPiano_Sonatas_9-1,P4-R,1,0.9816232771822359,0.9789433384379785,0.3311638591117918,,0.33828705514274543,0.7169811320754716,0.6242774566473989,0.4446943032303481
BeethovenPiano_Sonatas_9-1,P4-R-NP,1,0.9816232771822359,0.9789433384379785,0.3311638591117918,,0.33828705514274543,0.7169811320754716,0.6242774566473989,0.44471059836800936
BeethovenPiano_Sonatas_9-1,P4-L,1,0.9816232771822359,0.9789433384379785,0.5597243491577335,,0.5713727023856081,0.41509433962264153,0.5232558139534884,0.39919827924247164
BeethovenPiano_Sonatas_9-1,P4-L-NP,1,0.9816232771822359,0.9789433384379785,0.557427258805513,,0.5690262025811498,0.4528301886792453,0.5240384615384616,0.3998500847430583
BeethovenPiano_Sonatas_9-3,P4-R,1,0.27196858124693174,0.27196858124693174,0.1325478645066274,,0.48736462093862815,0.0,0.7407407407407407,0.541516245433213
BeethovenPiano_Sonatas_9-3,P4-R-NP,1,0.27196858124693174,0.27196858124693174,0.1325478645066274,,0.48736462093862815,0.0,0.7407407407407407,0.5418170877942238
BeethovenPiano_Sonatas_9-3,P4-L,1,0.27196858124693174,0.27196858124693174,0.11978399607265589,,0.4404332129963899,1.0,0.6885245901639344,0.4687123947148015
BeethovenPiano_Sonatas_9-3,P4-L-NP,1,0.27196858124693174,0.27196858124693174,0.11978399607265589,,0.4404332129963899,1.0,0.6885245901639344,0.46600481348736467
ChopinBallades_2,P4-R,5,0.3222807990103989,0.32139600090945425,0.19320210514847627,,0.600880998624137,0.31111111111111106,0.6463775615293522,0.3609626878401456
ChopinBallades_2,P4-R-NP,5,0.3222807990103989,0.32139600090945425,0.19320210514847627,,0.600880998624137,0.31111111111111106,0.6463775615293522,0.3609637360223731
ChopinBallades_2,P4-L,5,0.3222807990103989,0.32139600090945425,0.21001553120382993,,0.6531784622680289,0.2,0.6037916828498202,0.3205271206282119
ChopinBallades_2,P4-L-NP,5,0.3222807990103989,0.32139600090945425,0.20930663305852298,,0.6510189178763528,0.2,0.6063498146686136,0.3217971632943711
ChopinEtudes_op_10_2,P4-R,11,0.9928282914621416,0.9886601881313211,0.7677575221897291,,0.7765929525743733,0.5707070707070707,0.7053089390036523,0.19362883161543107
ChopinEtudes_op_10_2,P4-R-NP,11,0.9928282914621416,0.9886601881313211,0.7677575221897291,,0.7765929525743733,0.5707070707070707,0.7053089390036523,0.1936290254910978
ChopinEtudes_op_10_2,P4-L,11,0.9928282914621416,0.9886601881313211,0.7620256280087608,,0.7708133363791722,0.28535353535353536,0.7012571584957061,0.20092913648199928
ChopinEtudes_op_10_2,P4-L-NP,11,0.9928282914621416,0.9886601881313211,0.7609688282454925,,0.7697454374411193,0.28535353535353536,0.7016327815554186,0.20183748352515912
ChopinSonata_2_2nd,P4-R,3,0.3444651112823401,0.3440534429941811,0.029397030327371187,0.0,0.08624781452625745,0.20238095238095236,0.5555628908327374,0.6094815376902603
ChopinSonata_2_2nd,P4-R-NP,3,0.3444651112823401,0.3440534429941811,0.029397030327371187,0.0,0.08624781452625745,0.20238095238095236,0.5555628908327374,0.6095373163609429
ChopinSonata_2_2nd,P4-L,3,0.3444651112823401,0.3440534429941811,0.13793983221993378,0.0,0.3964533283076323,0.38888888888888884,0.6157080423222195,0.43073042801317407
ChopinSonata_2_2nd,P4-L-NP,3,0.3444651112823401,0.3440534429941811,0.13027443254262241,0.0,0.3736111710497232,0.38888888888888884,0.6251456217534915,0.4385579137841827
DebussyPour_le_Piano_1,P4-R,1,0.586337760910816,0.5768500948766603,0.40180265654648956,,0.696546052631579,0.7037037037037037,0.7331759149940968,0.38115919681578947
DebussyPour_le_Piano_1,P4-R-NP,1,0.586337760910816,0.5768500948766603,0.40180265654648956,,0.696546052631579,0.7037037037037037,0.7331759149940968,0.38112493146463816
DebussyPour_le_Piano_1,P4-L,1,0.586337760910816,0.5768500948766603,0.4520872865275143,,0.7828947368421053,0.3333333333333333,0.7040923399790137,0.3630328261949013
DebussyPour_le_Piano_1,P4-L-NP,1,0.586337760910816,0.5768500948766603,0.4563567362428843,,0.790296052631579,0.3333333333333333,0.7006237006237006,0.35950349505674345
HaydnKeyboard_Sonatas_39-1,P4-R,2,0.14649914122873114,0.1458080562252757,0.06603291191811803,,0.4528301886792453,,0.8336951801997394,0.29540094341037737
HaydnKeyboard_Sonatas_39-1,P4-R-NP,2,0.14649914122873114,0.1458080562252757,0.06603291191811803,,0.4528301886792453,,0.8336951801997394,0.29540094341037737
HaydnKeyboard_Sonatas_39-1,P4-L,2,0.14649914122873114,0.1458080562252757,0.10113917865422428,,0.6933962264150944,,0.6483618763961281,0.19143081761320754
HaydnKeyboard_Sonatas_39-1,P4-L-NP,2,0.14649914122873114,0.1458080562252757,0.10113917865422428,,0.6933962264150944,,0.6483618763961281,0.19143081761320754
HaydnKeyboard_Sonatas_46-1,P4-R,5,0.9387666292519163,0.9385327253955171,0.6154775844874711,,0.6542399823858271,0.6886021505376344,0.7542501975562264,0.29281353588433146
HaydnKeyboard_Sonatas_46-1,P4-R-NP,5,0.9387666292519163,0.9385327253955171,0.6154775844874711,,0.6542399823858271,0.6886021505376344,0.7542501975562264,0.2928100374236262
HaydnKeyboard_Sonatas_46-1,P4-L,5,0.9387666292519163,0.9385327253955171,0.5994381276677333,,0.637042980424593,0.3498924731182796,0.697015426058951,0.31965177849622395
HaydnKeyboard_Sonatas_46-1,P4-L-NP,5,0.9387666292519163,0.9385327253955171,0.5996706037678772,,0.6372928172564679,0.3498924731182796,0.6962211213792309,0.3192952728904447
HaydnKeyboard_Sonatas_48-1,P4-R,2,0.21153236155240518,0.21153236155240518,0.11347480775974397,,0.5364307085543316,0.625,0.8203355784000945,0.7234355166504658
HaydnKeyboard_Sonatas_48-1,P4-R-NP,2,0.21153236155240518,0.21153236155240518,0.11347480775974397,,0.5364307085543316,0.625,0.8203355784000945,0.7234355166504658
HaydnKeyboard_Sonatas_48-1,P4-L,2,0.21153236155240518,0.21153236155240518,0.10792800413195794,,0.5103529171766625,0.125,0.8314214135021097,0.5480082533892798
HaydnKeyboard_Sonatas_48-1,P4-L-NP,2,0.21153236155240518,0.21153236155240518,0.10792800413195794,,0.5103529171766625,0.125,0.8314214135021097,0.5467984297335611
HaydnKeyboard_Sonatas_49-1,P4-R,3,0.29416204420454845,0.2932788907330493,0.24958730590271727,,0.8509731807049397,0.3333333333333333,0.7990211814487177,0.19751211061669216
HaydnKeyboard_Sonatas_49-1,P4-R-NP,3,0.29416204420454845,0.2932788907330493,0.24958730590271727,,0.8509731807049397,0.3333333333333333,0.7990211814487177,0.19751211061669216
HaydnKeyboard_Sonatas_49-1,P4-L,3,0.29416204420454845,0.2932788907330493,0.2489246891309909,,0.8478761200907946,0.3333333333333333,0.7695565915172193,0.18670524002687192
HaydnKeyboard_Sonatas_49-1,P4-L-NP,3,0.29416204420454845,0.2932788907330493,0.24870357249196381,,0.847125369340044,0.3333333333333333,0.7693782593147732,0.18732937599209595
HaydnKeyboard_Sonatas_50-1,P4-R,18,0.9639437067218228,0.9612413854322717,0.7108410209442436,,0.7393069062625207,0.6022625448028673,0.5485114033034648,0.18292998839090271
HaydnKeyboard_Sonatas_50-1,P4-R-NP,18,0.9639437067218228,0.9612413854322717,0.7108410209442436,,0.7393069062625207,0.6022625448028673,0.5485114033034648,0.18292855025598911
HaydnKeyboard_Sonatas_50-1,P4-L,18,0.9639437067218228,0.9612413854322717,0.7549043241770342,,0.7850452838587958,0.36329525089605735,0.5115961769114448,0.18378746697192597
HaydnKeyboard_Sonatas_50-1,P4-L-NP,18,0.9639437067218228,0.9612413854322717,0.7550192913247424,,0.7851648691135925,0.3650873655913978,0.5119723730089514,0.18380710460683078
LisztBallade_2,P4-R,6,0.060143320051551506,0.05980299125904032,0.03177045448583444,0.0014100746941024605,0.5293381703584411,0.277991452991453,0.6889947512556053,0.584028752543973
LisztBallade_2,P4-R-NP,6,0.060143320051551506,0.05980299125904032,0.03177045448583444,0.0,0.5293381703584411,0.277991452991453,0.6889947512556053,0.584028752543973
LisztBallade_2,P4-L,6,0.060143320051551506,0.05980299125904032,0.03394953262287386,0.001474976487387649,0.5665442934393102,0.24390054390054391,0.7038066210337391,0.4730721035167451
LisztBallade_2,P4-L-NP,6,0.060143320051551506,0.05980299125904032,0.034435274584464416,0.0,0.5745430854874786,0.2567210567210567,0.7064329707433621,0.46535927540291117
RavelMiroirs_4_Alborada_del_gracioso,P4-R,8,0.5530740185130133,0.5428763793642866,0.18900138407754924,0.009606016828711532,0.34750365221384794,0.3121930279393353,0.8305789261674628,0.3744962082615587
RavelMiroirs_4_Alborada_del_gracioso,P4-R-NP,8,0.5530740185130133,0.5428763793642866,0.18900138407754924,0.0,0.34750365221384794,0.3121930279393353,0.8305789261674628,0.3744962082615587
RavelMiroirs_4_Alborada_del_gracioso,P4-L,8,0.5530734572879377,0.5428758962774061,0.3158830174801129,0.0059316647575476805,0.579793708726728,0.3110741151996425,0.5900952053715844,0.2918509033481957
RavelMiroirs_4_Alborada_del_gracioso,P4-L-NP,8,0.5530734572879377,0.5428758962774061,0.3173705109386294,0.0,0.5825291804764797,0.31324863558771165,0.5871836501071297,0.289223895002252
