piece_key,midi_performance,pipeline,pitch_tp,pitch_predicted,pitch_reference,pitch_precision,pitch_recall,pitch_f1,onset_tp,onset_predicted,onset_reference,onset_precision,onset_recall,onset_f1,note_tp,note_predicted,note_reference,note_precision,note_recall,note_f1,duration_matched_events,duration_correct_events,duration_accuracy,duration_mae_ql,tie_available,tie_matched_events,tie_correct_events,tie_accuracy,voice_available,voice_matched_events,voice_correct_events,voice_accuracy,pedal_available,pedal_tp,pedal_predicted,pedal_reference,pedal_f1,coverage_reference_events_total,coverage_reference_events_reliably_aligned,coverage_system_events_total,coverage_system_events_outside_alignment_span
BachFugue_bwv_875,Bach/Fugue/bwv_875/Ahfat01M.mid,P4-R-NP,766,803,767,0.9539227895392279,0.9986962190352021,0.9757961783439492,766,803,767,0.9539227895392279,0.9986962190352021,0.9757961783439492,344,803,767,0.42839352428393523,0.4485006518904824,0.43821656050955415,766,344,0.4490861618798956,0.430319843189295,True,31,26,0.8387096774193549,True,344,179,0.5203488372093024,False,0,0,0,,796,767,806,3
BachFugue_bwv_875,Bach/Fugue/bwv_875/Ahfat01M.mid,P4-L,766,803,767,0.9539227895392279,0.9986962190352021,0.9757961783439492,766,803,767,0.9539227895392279,0.9986962190352021,0.9757961783439492,310,803,767,0.386052303860523,0.4041720990873533,0.39490445859872614,766,310,0.4046997389033943,0.4670909485156658,True,31,15,0.4838709677419355,True,310,166,0.535483870967742,False,0,0,0,,796,767,806,3
BachFugue_bwv_875,Bach/Fugue/bwv_875/Ahfat01M.mid,P4-L-NP,766,803,767,0.9539227895392279,0.9986962190352021,0.9757961783439492,766,803,767,0.9539227895392279,0.9986962190352021,0.9757961783439492,314,803,767,0.39103362391033625,0.409387222946545,0.4000000000000001,766,314,0.40992167101827676,0.4604003479921671,True,31,15,0.4838709677419355,True,314,168,0.535031847133758,False,0,0,0,,796,767,806,3
BachFugue_bwv_875,Bach/Fugue/bwv_875/CaoJ01M.mid,P4-R,769,797,769,0.9648682559598495,1.0,0.9821200510855684,768,797,769,0.9636135508155583,0.9986996098829649,0.9808429118773946,494,797,769,0.6198243412797992,0.6423927178153446,0.6309067688378033,768,494,0.6432291666666666,0.32698567692578123,True,31,27,0.8709677419354839,True,494,229,0.46356275303643724,False,0,0,0,,796,769,799,2
BachFugue_bwv_875,Bach/Fugue/bwv_875/CaoJ01M.mid,P4-R-NP,769,797,769,0.9648682559598495,1.0,0.9821200510855684,768,797,769,0.9636135508155583,0.9986996098829649,0.9808429118773946,494,797,769,0.6198243412797992,0.6423927178153446,0.6309067688378033,768,494,0.6432291666666666,0.32698567692578123,True,31,27,0.8709677419354839,True,494,229,0.46356275303643724,False,0,0,0,,796,769,799,2
BachFugue_bwv_875,Bach/Fugue/bwv_875/CaoJ01M.mid,P4-L,769,797,769,0.9648682559598495,1.0,0.9821200510855684,768,797,769,0.9636135508155583,0.9986996098829649,0.9808429118773946,454,797,769,0.5696361355081556,0.5903771131339401,0.5798212005108556,768,454,0.5911458333333334,0.3276367186184896,True,31,9,0.2903225806451613,True,454,213,0.46916299559471364,False,0,0,0,,796,769,799,2
BachFugue_bwv_875,Bach/Fugue/bwv_875/CaoJ01M.mid,P4-L-NP,769,797,769,0.9648682559598495,1.0,0.9821200510855684,768,797,769,0.9636135508155583,0.9986996098829649,0.9808429118773946,454,797,769,0.5696361355081556,0.5903771131339401,0.5798212005108556,768,454,0.5911458333333334,0.3276367186184896,True,31,9,0.2903225806451613,True,454,213,0.46916299559471364,False,0,0,0,,796,769,799,2
BachFugue_bwv_887,Bach/Fugue/bwv_887/LiYZ01M.mid,P4-R,1510,1582,1510,0.95448798988622,1.0,0.9767141009055628,1510,1582,1510,0.95448798988622,1.0,0.9767141009055628,265,1582,1510,0.1675094816687737,0.17549668874172186,0.17141009055627426,1510,265,0.17549668874172186,0.6335816777092715,True,157,117,0.7452229299363057,True,265,121,0.45660377358490567,False,0,0,0,,1531,1510,1588,6
BachFugue_bwv_887,Bach/Fugue/bwv_887/LiYZ01M.mid,P4-R-NP,1510,1582,1510,0.95448798988622,1.0,0.9767141009055628,1510,1582,1510,0.95448798988622,1.0,0.9767141009055628,265,1582,1510,0.1675094816687737,0.17549668874172186,0.17141009055627426,1510,265,0.17549668874172186,0.6335816777092715,True,157,117,0.7452229299363057,True,265,121,0.45660377358490567,False,0,0,0,,1531,1510,1588,6
BachFugue_bwv_887,Bach/Fugue/bwv_887/LiYZ01M.mid,P4-L,1510,1582,1510,0.95448798988622,1.0,0.9767141009055628,1510,1582,1510,0.95448798988622,1.0,0.9767141009055628,319,1582,1510,0.20164348925410872,0.21125827814569537,0.20633893919793012,1510,319,0.21125827814569537,0.5914735099377484,True,157,50,0.3184713375796178,True,319,143,0.4482758620689655,False,0,0,0,,1531,1510,1588,6
BachFugue_bwv_887,Bach/Fugue/bwv_887/LiYZ01M.mid,P4-L-NP,1510,1582,1510,0.95448798988622,1.0,0.9767141009055628,1510,1582,1510,0.95448798988622,1.0,0.9767141009055628,324,1582,1510,0.20480404551201012,0.21456953642384105,0.2095730918499353,1510,324,0.21456953642384105,0.5889900662291391,True,157,50,0.3184713375796178,True,324,146,0.4506172839506173,False,0,0,0,,1531,1510,1588,6
BachFugue_bwv_889,Bach/Fugue/bwv_889/Giesbrecht01M.mid,P4-R,714,833,714,0.8571428571428571,1.0,0.923076923076923,714,833,714,0.8571428571428571,1.0,0.923076923076923,541,833,714,0.6494597839135654,0.757703081232493,0.6994182288299935,714,541,0.757703081232493,0.21988795516806722,True,29,12,0.41379310344827586,True,541,257,0.47504621072088726,False,0,0,0,,733,714,838,5
BachFugue_bwv_889,Bach/Fugue/bwv_889/Giesbrecht01M.mid,P4-R-NP,714,833,714,0.8571428571428571,1.0,0.923076923076923,714,833,714,0.8571428571428571,1.0,0.923076923076923,541,833,714,0.6494597839135654,0.757703081232493,0.6994182288299935,714,541,0.757703081232493,0.21988795516806722,True,29,12,0.41379310344827586,True,541,257,0.47504621072088726,False,0,0,0,,733,714,838,5
BachFugue_bwv_889,Bach/Fugue/bwv_889/Giesbrecht01M.mid,P4-L,714,833,714,0.8571428571428571,1.0,0.923076923076923,714,833,714,0.8571428571428571,1.0,0.923076923076923,451,833,714,0.5414165666266506,0.6316526610644257,0.5830639948287006,714,447,0.6260504201680672,0.270950046684874,True,29,14,0.4827586206896552,True,451,213,0.4722838137472284,False,0,0,0,,733,714,838,5
BachFugue_bwv_889,Bach/Fugue/bwv_889/Giesbrecht01M.mid,P4-L-NP,714,833,714,0.8571428571428571,1.0,0.923076923076923,714,833,714,0.8571428571428571,1.0,0.923076923076923,451,833,714,0.5414165666266506,0.6316526610644257,0.5830639948287006,714,447,0.6260504201680672,0.270950046684874,True,29,14,0.4827586206896552,True,451,213,0.4722838137472284,False,0,0,0,,733,714,838,5
BachFugue_bwv_889,Bach/Fugue/bwv_889/LiuY01M.mid,P4-R,714,845,714,0.8449704142011835,1.0,0.9159717767799871,713,845,714,0.8437869822485207,0.9985994397759104,0.9146889031430403,507,845,714,0.6,0.7100840336134454,0.6504169339320077,713,507,0.7110799438990182,0.16234221598737728,True,29,16,0.5517241379310345,True,507,252,0.4970414201183432,False,0,0,0,,733,714,848,3
BachFugue_bwv_889,Bach/Fugue/bwv_889/LiuY01M.mid,P4-R-NP,714,845,714,0.8449704142011835,1.0,0.9159717767799871,713,845,714,0.8437869822485207,0.9985994397759104,0.9146889031430403,507,845,714,0.6,0.7100840336134454,0.6504169339320077,713,507,0.7110799438990182,0.16234221598737728,True,29,16,0.5517241379310345,True,507,252,0.4970414201183432,False,0,0,0,,733,714,848,3
BachFugue_bwv_889,Bach/Fugue/bwv_889/LiuY01M.mid,P4-L,714,845,714,0.8449704142011835,1.0,0.9159717767799871,713,845,714,0.8437869822485207,0.9985994397759104,0.9146889031430403,494,845,714,0.5846153846153846,0.6918767507002801,0.6337395766516999,713,494,0.6928471248246845,0.1982819074333801,True,29,12,0.41379310344827586,True,494,240,0.48582995951417,False,0,0,0,,733,714,848,3
BachFugue_bwv_889,Bach/Fugue/bwv_889/LiuY01M.mid,P4-L-NP,714,845,714,0.8449704142011835,1.0,0.9159717767799871,713,845,714,0.8437869822485207,0.9985994397759104,0.9146889031430403,493,845,714,0.5834319526627219,0.6904761904761905,0.6324567030147531,713,493,0.6914446002805049,0.19863253856942498,True,29,12,0.41379310344827586,True,493,240,0.486815415821501,False,0,0,0,,733,714,848,3
BachFugue_bwv_889,Bach/Fugue/bwv_889/MunA01M.mid,P4-R,713,823,713,0.8663426488456865,1.0,0.9283854166666666,713,823,713,0.8663426488456865,1.0,0.9283854166666666,586,823,713,0.7120291616038882,0.8218793828892006,0.7630208333333334,713,586,0.8218793828892006,0.15667367929312762,True,29,11,0.3793103448275862,True,586,318,0.5426621160409556,False,0,0,0,,733,713,827,4
BachFugue_bwv_889,Bach/Fugue/bwv_889/MunA01M.mid,P4-R-NP,713,823,713,0.8663426488456865,1.0,0.9283854166666666,713,823,713,0.8663426488456865,1.0,0.9283854166666666,586,823,713,0.7120291616038882,0.8218793828892006,0.7630208333333334,713,586,0.8218793828892006,0.15667367929312762,True,29,11,0.3793103448275862,True,586,318,0.5426621160409556,False,0,0,0,,733,713,827,4
BachFugue_bwv_889,Bach/Fugue/bwv_889/MunA01M.mid,P4-L,713,823,713,0.8663426488456865,1.0,0.9283854166666666,713,823,713,0.8663426488456865,1.0,0.9283854166666666,507,823,713,0.6160388821385177,0.7110799438990182,0.6601562500000001,713,505,0.7082748948106592,0.22983870967601686,True,29,16,0.5517241379310345,True,507,278,0.5483234714003945,False,0,0,0,,733,713,827,4
BachFugue_bwv_889,Bach/Fugue/bwv_889/MunA01M.mid,P4-L-NP,713,823,713,0.8663426488456865,1.0,0.9283854166666666,713,823,713,0.8663426488456865,1.0,0.9283854166666666,507,823,713,0.6160388821385177,0.7110799438990182,0.6601562500000001,713,505,0.7082748948106592,0.22983870967601686,True,29,16,0.5517241379310345,True,507,278,0.5483234714003945,False,0,0,0,,733,713,827,4
BachFugue_bwv_889,Bach/Fugue/bwv_889/Wang01M.mid,P4-R,710,839,710,0.8462455303933254,1.0,0.9167204648160103,710,839,710,0.8462455303933254,1.0,0.9167204648160103,509,839,710,0.6066746126340882,0.7169014084507043,0.657198192382182,710,509,0.7169014084507043,0.18732394366197183,True,29,16,0.5517241379310345,True,509,258,0.5068762278978389,False,0,0,0,,733,710,840,1
BachFugue_bwv_889,Bach/Fugue/bwv_889/Wang01M.mid,P4-R-NP,710,839,710,0.8462455303933254,1.0,0.9167204648160103,710,839,710,0.8462455303933254,1.0,0.9167204648160103,509,839,710,0.6066746126340882,0.7169014084507043,0.657198192382182,710,509,0.7169014084507043,0.18732394366197183,True,29,16,0.5517241379310345,True,509,258,0.5068762278978389,False,0,0,0,,733,710,840,1
BachFugue_bwv_889,Bach/Fugue/bwv_889/Wang01M.mid,P4-L,710,839,710,0.8462455303933254,1.0,0.9167204648160103,710,839,710,0.8462455303933254,1.0,0.9167204648160103,489,839,710,0.5828367103694875,0.6887323943661972,0.631375080697224,710,489,0.6887323943661972,0.2262910798140845,True,29,15,0.5172413793103449,True,489,238,0.4867075664621677,False,0,0,0,,733,710,840,1
BachFugue_bwv_889,Bach/Fugue/bwv_889/Wang01M.mid,P4-L-NP,710,839,710,0.8462455303933254,1.0,0.9167204648160103,710,839,710,0.8462455303933254,1.0,0.9167204648160103,490,839,710,0.5840286054827175,0.6901408450704225,0.6326662362814719,710,490,0.6901408450704225,0.22552816901549294,True,29,15,0.5172413793103449,True,490,238,0.4857142857142857,False,0,0,0,,733,710,840,1
BachFugue_bwv_889,Bach/Fugue/bwv_889/YangY02M.mid,P4-R,700,846,700,0.8274231678486997,1.0,0.9055627425614489,700,846,700,0.8274231678486997,1.0,0.9055627425614489,579,846,700,0.6843971631205674,0.8271428571428572,0.7490297542043984,700,578,0.8257142857142857,0.20339285714,True,29,12,0.41379310344827586,True,579,279,0.48186528497409326,False,0,0,0,,733,700,849,3
BachFugue_bwv_889,Bach/Fugue/bwv_889/YangY02M.mid,P4-R-NP,700,846,700,0.8274231678486997,1.0,0.9055627425614489,700,846,700,0.8274231678486997,1.0,0.9055627425614489,579,846,700,0.6843971631205674,0.8271428571428572,0.7490297542043984,700,578,0.8257142857142857,0.20339285714,True,29,12,0.41379310344827586,True,579,279,0.48186528497409326,False,0,0,0,,733,700,849,3
BachFugue_bwv_889,Bach/Fugue/bwv_889/YangY02M.mid,P4-L,700,846,700,0.8274231678486997,1.0,0.9055627425614489,700,846,700,0.8274231678486997,1.0,0.9055627425614489,471,846,700,0.5567375886524822,0.6728571428571428,0.6093143596377749,700,470,0.6714285714285714,0.2671428571414286,True,29,12,0.41379310344827586,True,471,234,0.4968152866242038,False,0,0,0,,733,700,849,3
BachFugue_bwv_889,Bach/Fugue/bwv_889/YangY02M.mid,P4-L-NP,700,846,700,0.8274231678486997,1.0,0.9055627425614489,700,846,700,0.8274231678486997,1.0,0.9055627425614489,470,846,700,0.5555555555555556,0.6714285714285714,0.6080206985769728,700,469,0.67,0.27321428571285716,True,29,11,0.3793103448275862,True,470,233,0.4957446808510638,False,0,0,0,,733,700,849,3
BachFugue_bwv_889,Bach/Fugue/bwv_889/ZhangW02M.mid,P4-R,704,825,704,0.8533333333333334,1.0,0.9208633093525179,704,825,704,0.8533333333333334,1.0,0.9208633093525179,495,825,704,0.6,0.703125,0.6474820143884892,704,495,0.703125,0.17080965909517046,True,29,16,0.5517241379310345,True,495,267,0.5393939393939394,False,0,0,0,,733,704,830,5
BachFugue_bwv_889,Bach/Fugue/bwv_889/ZhangW02M.mid,P4-R-NP,704,825,704,0.8533333333333334,1.0,0.9208633093525179,704,825,704,0.8533333333333334,1.0,0.9208633093525179,495,825,704,0.6,0.703125,0.6474820143884892,704,495,0.703125,0.17080965909517046,True,29,16,0.5517241379310345,True,495,267,0.5393939393939394,False,0,0,0,,733,704,830,5
BachFugue_bwv_889,Bach/Fugue/bwv_889/ZhangW02M.mid,P4-L,704,825,704,0.8533333333333334,1.0,0.9208633093525179,704,825,704,0.8533333333333334,1.0,0.9208633093525179,464,825,704,0.5624242424242424,0.6590909090909091,0.6069326357096141,704,464,0.6590909090909091,0.2270951704559659,True,29,16,0.5517241379310345,True,464,242,0.521551724137931,False,0,0,0,,733,704,830,5
BachFugue_bwv_889,Bach/Fugue/bwv_889/ZhangW02M.mid,P4-L-NP,704,825,704,0.8533333333333334,1.0,0.9208633093525179,704,825,704,0.8533333333333334,1.0,0.9208633093525179,464,825,704,0.5624242424242424,0.6590909090909091,0.6069326357096141,704,464,0.6590909090909091,0.22674005681960227,True,29,16,0.5517241379310345,True,464,242,0.521551724137931,False,0,0,0,,733,704,830,5
BachFugue_bwv_893,Bach/Fugue/bwv_893/Kleisen04M.mid,P4-R,134,979,134,0.13687436159346272,1.0,0.24079065588499554,134,979,134,0.13687436159346272,1.0,0.24079065588499554,102,979,134,0.1041879468845761,0.7611940298507462,0.18328840970350402,134,102,0.7611940298507462,0.1902985074477612,True,3,1,0.3333333333333333,True,102,44,0.43137254901960786,False,0,0,0,,987,134,992,13
BachFugue_bwv_893,Bach/Fugue/bwv_893/Kleisen04M.mid,P4-R-NP,134,979,134,0.13687436159346272,1.0,0.24079065588499554,134,979,134,0.13687436159346272,1.0,0.24079065588499554,102,979,134,0.1041879468845761,0.7611940298507462,0.18328840970350402,134,102,0.7611940298507462,0.1902985074477612,True,3,1,0.3333333333333333,True,102,44,0.43137254901960786,False,0,0,0,,987,134,992,13
BachFugue_bwv_893,Bach/Fugue/bwv_893/Kleisen04M.mid,P4-L,134,979,134,0.13687436159346272,1.0,0.24079065588499554,134,979,134,0.13687436159346272,1.0,0.24079065588499554,103,979,134,0.10520939734422881,0.7686567164179104,0.18508535489667566,134,103,0.7686567164179104,0.19434079601492538,True,3,2,0.6666666666666666,True,103,42,0.4077669902912621,False,0,0,0,,987,134,992,13
BachFugue_bwv_893,Bach/Fugue/bwv_893/Kleisen04M.mid,P4-L-NP,134,979,134,0.13687436159346272,1.0,0.24079065588499554,134,979,134,0.13687436159346272,1.0,0.24079065588499554,103,979,134,0.10520939734422881,0.7686567164179104,0.18508535489667566,134,103,0.7686567164179104,0.19340796019402987,True,3,2,0.6666666666666666,True,103,42,0.4077669902912621,False,0,0,0,,987,134,992,13
BachFugue_bwv_893,Bach/Fugue/bwv_893/Levitsky04M.mid,P4-R,135,1005,135,0.13432835820895522,1.0,0.2368421052631579,134,1005,135,0.13333333333333333,0.9925925925925926,0.2350877192982456,75,1005,135,0.07462686567164178,0.5555555555555556,0.13157894736842105,134,75,0.5597014925373134,0.2587064676567164,True,3,0,0.0,True,75,33,0.44,False,0,0,0,,987,135,1020,15
BachFugue_bwv_893,Bach/Fugue/bwv_893/Levitsky04M.mid,P4-R-NP,135,1005,135,0.13432835820895522,1.0,0.2368421052631579,134,1005,135,0.13333333333333333,0.9925925925925926,0.2350877192982456,75,1005,135,0.07462686567164178,0.5555555555555556,0.13157894736842105,134,75,0.5597014925373134,0.2587064676567164,True,3,0,0.0,True,75,33,0.44,False,0,0,0,,987,135,1020,15
BachFugue_bwv_893,Bach/Fugue/bwv_893/Levitsky04M.mid,P4-L,135,1005,135,0.13432835820895522,1.0,0.2368421052631579,134,1005,135,0.13333333333333333,0.9925925925925926,0.2350877192982456,108,1005,135,0.10746268656716418,0.8,0.18947368421052632,134,108,0.8059701492537313,0.1800373134402985,True,3,2,0.6666666666666666,True,108,47,0.4351851851851852,False,0,0,0,,987,135,1020,15
BachFugue_bwv_893,Bach/Fugue/bwv_893/Levitsky04M.mid,P4-L-NP,135,1005,135,0.13432835820895522,1.0,0.2368421052631579,134,1005,135,0.13333333333333333,0.9925925925925926,0.2350877192982456,108,1005,135,0.10746268656716418,0.8,0.18947368421052632,134,108,0.8059701492537313,0.1800373134402985,True,3,2,0.6666666666666666,True,108,47,0.4351851851851852,False,0,0,0,,987,135,1020,15
