hand,pitch,onset_ql,reason
LH,56,344.5,score-midi-no-match
RH,75,345.125,score-midi-no-match
LH,51,345.25,score-midi-no-match
LH,50,345.5,score-midi-no-match
RH,61,345.5,score-midi-no-match
RH,66,345.5,score-midi-no-match
RH,67,345.5,score-midi-no-match
LH,44,345.75,score-midi-no-match
RH,61,345.75,score-midi-no-match
RH,67,345.75,score-midi-no-match
RH,70,345.875,score-midi-no-match
RH,66,346.125,score-midi-no-match
LH,45,346.3333333333333,score-midi-no-match
LH,37,346.375,score-midi-no-match
LH,40,346.375,score-midi-no-match
LH,55,347.875,score-midi-no-match
LH,59,347.875,score-midi-no-match
RH,64,347.875,score-midi-no-match
RH,76,348.75,score-midi-no-match
RH,79,348.75,score-midi-no-match
RH,74,349.0,score-midi-no-match
RH,64,349.25,score-midi-no-match
RH,84,349.875,score-midi-no-match
RH,62,350.5,score-midi-no-match
RH,66,350.5,score-midi-no-match
RH,74,350.5,score-midi-no-match
RH,73,350.66666666666663,score-midi-no-match
RH,61,350.875,score-midi-no-match
RH,65,350.875,score-midi-no-match
RH,75,350.875,score-midi-no-match
RH,76,351.125,score-midi-no-match
RH,60,351.3333333333333,score-midi-no-match
RH,77,351.3333333333333,score-midi-no-match
LH,58,351.5,score-midi-no-match
RH,78,351.5,score-midi-no-match
LH,52,351.66666666666663,score-midi-no-match
LH,54,351.66666666666663,score-midi-no-match
RH,74,351.66666666666663,score-midi-no-match
RH,74,351.75,score-midi-no-match
RH,79,351.75,score-midi-no-match
RH,80,352.0,score-midi-no-match
LH,51,352.125,score-midi-no-match
LH,40,353.0,score-midi-no-match
LH,52,353.0,score-midi-no-match
RH,89,353.0,score-midi-no-match
RH,84,353.5,score-midi-no-match
LH,45,354.75,score-midi-no-match
LH,32,355.0,score-midi-no-match
RH,92,355.0,score-midi-no-match
LH,31,355.125,score-midi-no-match
LH,28,355.5,musicxml-ambiguous
RH,91,355.5,musicxml-ambiguous
RH,95,355.5,musicxml-ambiguous
LH,26,356.125,musicxml-no-match
LH,38,356.125,musicxml-no-match
RH,102,356.125,musicxml-no-match
LH,34,356.375,musicxml-no-match
RH,96,356.5,musicxml-no-match
LH,28,356.66666666666663,musicxml-no-match
LH,35,356.66666666666663,musicxml-no-match
RH,103,356.66666666666663,musicxml-no-match
LH,36,356.875,musicxml-no-match
RH,94,356.875,musicxml-no-match
RH,101,356.875,score-midi-no-match
LH,29,357.125,score-midi-no-match
LH,37,357.125,musicxml-no-match
RH,93,357.125,musicxml-no-match
RH,97,357.125,musicxml-no-match
LH,38,357.375,musicxml-no-match
RH,92,357.375,musicxml-no-match
LH,31,357.75,musicxml-no-match
LH,39,357.75,musicxml-no-match
RH,91,357.75,musicxml-no-match
RH,94,357.75,score-midi-no-match
RH,95,357.75,musicxml-no-match
LH,40,357.875,musicxml-no-match
RH,97,357.875,musicxml-no-match
LH,33,358.25,musicxml-no-match
LH,41,358.25,musicxml-no-match
RH,89,358.25,musicxml-no-match
RH,95,358.25,musicxml-no-match
RH,92,358.3333333333333,score-midi-no-match
RH,88,358.375,musicxml-no-match
LH,42,358.5,musicxml-no-match
LH,35,358.75,musicxml-no-match
LH,43,358.75,musicxml-no-match
RH,87,358.75,musicxml-no-match
RH,90,358.75,musicxml-no-match
LH,44,359.0,musicxml-no-match
RH,82,359.0,musicxml-no-match
RH,86,359.0,musicxml-no-match
LH,37,359.25,musicxml-no-match
LH,33,359.75,musicxml-no-match
RH,88,359.75,musicxml-no-match
LH,35,359.875,score-midi-no-match
LH,46,360.0,musicxml-no-match
RH,80,360.0,musicxml-no-match
RH,84,360.0,musicxml-no-match
LH,38,360.3333333333333,musicxml-no-match
LH,45,360.3333333333333,musicxml-no-match
RH,90,360.3333333333333,musicxml-no-match
LH,40,360.375,score-midi-no-match
RH,84,360.375,score-midi-no-match
RH,89,360.375,score-midi-no-match
LH,46,360.5,musicxml-no-match
RH,83,360.625,score-midi-no-match
RH,84,360.625,musicxml-no-match
LH,40,360.875,musicxml-no-match
LH,47,360.875,musicxml-no-match
RH,91,360.875,musicxml-no-match
LH,48,361.0,musicxml-no-match
RH,82,361.125,musicxml-no-match
LH,41,361.3333333333333,score-midi-no-match
LH,49,361.3333333333333,musicxml-no-match
RH,81,361.3333333333333,musicxml-no-match
RH,84,361.375,score-midi-no-match
LH,50,361.625,musicxml-no-match
RH,80,361.625,musicxml-no-match
LH,43,361.875,musicxml-no-match
LH,51,361.875,musicxml-no-match
RH,79,361.875,musicxml-no-match
RH,82,361.875,score-midi-no-match
RH,83,361.875,musicxml-no-match
LH,46,362.0,score-midi-no-match
LH,52,362.0,musicxml-no-match
LH,52,362.0,musicxml-no-match
RH,85,362.0,musicxml-no-match
LH,45,362.3333333333333,musicxml-no-match
LH,53,362.3333333333333,musicxml-no-match
RH,78,362.3333333333333,score-midi-no-match
RH,83,362.3333333333333,musicxml-no-match
LH,54,362.625,musicxml-no-match
RH,76,362.625,musicxml-no-match
LH,47,362.75,musicxml-no-match
LH,55,362.75,musicxml-no-match
RH,78,362.75,musicxml-no-match
RH,74,362.875,score-midi-no-match
RH,75,362.875,musicxml-no-match
LH,56,363.0,musicxml-no-match
RH,70,363.0,musicxml-no-match
RH,73,363.0,score-midi-no-match
RH,74,363.125,musicxml-no-match
LH,49,363.3333333333333,musicxml-no-match
LH,57,363.3333333333333,musicxml-no-match
RH,69,363.3333333333333,musicxml-no-match
RH,74,363.375,score-midi-no-match
RH,79,363.375,score-midi-no-match
RH,73,363.5,score-midi-no-match
RH,68,363.625,musicxml-no-match
LH,58,363.66666666666663,musicxml-no-match
LH,45,363.875,musicxml-no-match
RH,67,363.875,musicxml-no-match
RH,76,363.875,musicxml-no-match
RH,72,364.0,musicxml-no-match
LH,58,364.125,musicxml-no-match
RH,67,364.125,score-midi-no-match
RH,69,364.125,score-midi-no-match
LH,38,364.3333333333333,musicxml-no-match
RH,70,364.3333333333333,musicxml-no-match
RH,73,364.3333333333333,musicxml-no-match
RH,78,364.3333333333333,musicxml-no-match
LH,40,364.375,score-midi-no-match
RH,74,364.375,score-midi-no-match
RH,79,364.375,score-midi-no-match
LH,39,364.5,musicxml-no-match
RH,72,364.5,musicxml-no-match
LH,40,364.75,musicxml-no-match
LH,41,365.0,musicxml-no-match
RH,67,365.125,musicxml-no-match
RH,70,365.125,musicxml-no-match
LH,54,365.375,musicxml-no-match
RH,66,365.375,musicxml-no-match
RH,68,365.375,score-midi-no-match
RH,69,365.375,musicxml-no-match
LH,53,365.625,musicxml-no-match
RH,67,365.625,musicxml-no-match
RH,70,365.66666666666663,musicxml-no-match
LH,52,365.875,musicxml-no-match
LH,51,366.125,musicxml-no-match
RH,69,366.125,musicxml-no-match
RH,72,366.125,musicxml-no-match
LH,38,366.375,musicxml-no-match
RH,70,366.375,musicxml-no-match
RH,73,366.375,musicxml-no-match
RH,78,366.375,musicxml-no-match
RH,79,366.5,score-midi-no-match
RH,69,366.625,musicxml-no-match
RH,72,366.625,musicxml-no-match
LH,39,366.66666666666663,musicxml-no-match
LH,40,366.875,musicxml-no-match
LH,41,367.125,musicxml-no-match
RH,67,367.125,musicxml-no-match
RH,70,367.125,musicxml-no-match
LH,54,367.5,musicxml-no-match
RH,66,367.5,musicxml-no-match
RH,69,367.5,musicxml-no-match
LH,53,367.66666666666663,musicxml-no-match
LH,52,367.875,musicxml-no-match
RH,68,368.0,musicxml-no-match
RH,71,368.0,musicxml-no-match
LH,51,368.125,musicxml-no-match
RH,69,368.125,musicxml-no-match
RH,72,368.125,musicxml-no-match
LH,36,368.5,musicxml-no-match
RH,68,368.5,musicxml-no-match
RH,71,368.5,musicxml-no-match
RH,76,368.5,musicxml-no-match
LH,37,368.66666666666663,musicxml-no-match
RH,67,368.66666666666663,musicxml-no-match
RH,70,368.66666666666663,musicxml-no-match
LH,38,369.0,musicxml-no-match
LH,39,369.25,musicxml-no-match
RH,65,369.25,musicxml-no-match
RH,68,369.25,musicxml-no-match
LH,52,369.5,musicxml-no-match
RH,67,369.5,musicxml-no-match
LH,51,369.75,musicxml-no-match
RH,65,369.75,musicxml-no-match
RH,68,369.75,musicxml-no-match
LH,50,370.0,musicxml-no-match
RH,64,370.0,musicxml-no-match
RH,69,370.0,musicxml-no-match
LH,49,370.125,musicxml-no-match
RH,67,370.125,musicxml-no-match
RH,70,370.25,musicxml-no-match
LH,36,370.5,musicxml-no-match
RH,64,370.5,musicxml-no-match
RH,71,370.66666666666663,musicxml-no-match
LH,38,371.0,musicxml-no-match
LH,39,371.0,score-midi-no-match
RH,72,371.0,musicxml-no-match
RH,71,371.125,musicxml-no-match
LH,40,371.5,musicxml-no-match
LH,41,371.5,score-midi-no-match
LH,44,371.5,musicxml-no-match
RH,70,371.5,musicxml-no-match
RH,76,371.5,musicxml-no-match
LH,45,371.66666666666663,musicxml-no-match
RH,83,371.66666666666663,musicxml-no-match
LH,42,371.875,musicxml-no-match
LH,46,371.875,musicxml-no-match
RH,76,372.0,musicxml-no-match
RH,84,372.0,musicxml-no-match
RH,88,372.0,musicxml-no-match
LH,43,372.125,musicxml-no-match
LH,47,372.125,musicxml-no-match
RH,83,372.125,musicxml-no-match
LH,38,372.5,musicxml-no-match
LH,50,372.5,musicxml-no-match
RH,82,372.5,musicxml-no-match
RH,85,372.5,musicxml-no-match
RH,90,372.5,musicxml-no-match
LH,39,372.75,musicxml-no-match
LH,51,372.75,musicxml-no-match
RH,81,372.75,musicxml-no-match
RH,84,372.75,musicxml-no-match
LH,40,373.0,musicxml-no-match
LH,41,373.25,musicxml-no-match
LH,53,373.25,musicxml-no-match
RH,79,373.25,musicxml-no-match
RH,82,373.25,musicxml-no-match
LH,43,373.375,score-midi-no-match
LH,54,373.5,musicxml-no-match
RH,66,373.5,musicxml-no-match
RH,78,373.5,musicxml-no-match
RH,81,373.5,musicxml-no-match
RH,65,373.66666666666663,musicxml-no-match
RH,65,373.75,musicxml-no-match
RH,79,373.75,musicxml-no-match
RH,82,373.75,musicxml-no-match
LH,53,373.875,musicxml-no-match
RH,64,374.0,musicxml-no-match
LH,51,374.25,musicxml-no-match
RH,63,374.25,musicxml-no-match
RH,80,374.25,score-midi-no-match
RH,81,374.25,musicxml-no-match
RH,84,374.25,musicxml-no-match
LH,50,374.3333333333333,score-midi-no-match
RH,61,374.3333333333333,score-midi-no-match
LH,38,374.5,musicxml-no-match
LH,50,374.5,musicxml-no-match
RH,82,374.5,musicxml-no-match
RH,85,374.5,musicxml-no-match
RH,90,374.5,musicxml-no-match
LH,39,374.625,score-midi-no-match
RH,81,374.625,score-midi-no-match
RH,89,374.625,score-midi-no-match
LH,39,374.75,musicxml-no-match
LH,51,374.75,musicxml-no-match
RH,83,374.75,score-midi-no-match
LH,40,375.125,musicxml-no-match
RH,84,375.125,score-midi-no-match
LH,41,375.3333333333333,musicxml-no-match
LH,53,375.3333333333333,musicxml-no-match
RH,82,375.3333333333333,musicxml-no-match
RH,79,375.5,musicxml-no-match
RH,66,375.625,musicxml-no-match
LH,54,375.66666666666663,musicxml-no-match
LH,53,375.875,musicxml-no-match
RH,65,375.875,musicxml-no-match
RH,79,375.875,musicxml-no-match
RH,82,375.875,musicxml-no-match
RH,83,376.0,score-midi-no-match
RH,64,376.125,musicxml-no-match
RH,65,376.125,score-midi-no-match
RH,80,376.125,musicxml-no-match
RH,83,376.125,musicxml-no-match
LH,51,376.3333333333333,musicxml-no-match
RH,63,376.3333333333333,musicxml-no-match
RH,81,376.3333333333333,musicxml-no-match
RH,84,376.3333333333333,musicxml-no-match
LH,54,376.5,score-midi-no-match
LH,34,376.625,musicxml-no-match
LH,46,376.625,musicxml-no-match
RH,78,376.625,musicxml-no-match
RH,81,376.625,musicxml-no-match
RH,86,376.625,musicxml-no-match
RH,85,376.66666666666663,score-midi-no-match
LH,35,376.875,musicxml-no-match
LH,47,376.875,musicxml-no-match
RH,77,376.875,musicxml-no-match
RH,80,376.875,musicxml-no-match
LH,35,377.25,score-midi-no-match
LH,47,377.25,score-midi-no-match
LH,37,377.375,musicxml-no-match
LH,46,377.375,score-midi-no-match
LH,48,377.375,score-midi-no-match
RH,75,377.375,musicxml-no-match
RH,78,377.375,musicxml-no-match
LH,47,377.5,score-midi-no-match
RH,77,377.66666666666663,musicxml-no-match
RH,60,377.75,score-midi-no-match
RH,62,377.875,score-midi-no-match
RH,75,377.875,musicxml-no-match
RH,61,378.0,musicxml-no-match
RH,78,378.0,musicxml-no-match
RH,60,378.125,musicxml-no-match
RH,74,378.125,musicxml-no-match
RH,79,378.125,musicxml-no-match
LH,49,378.25,score-midi-no-match
LH,59,378.375,musicxml-no-match
RH,80,378.375,musicxml-no-match
LH,50,378.66666666666663,musicxml-no-match
RH,74,378.66666666666663,musicxml-no-match
RH,81,378.875,musicxml-no-match
LH,49,379.0,musicxml-no-match
LH,48,379.125,musicxml-no-match
RH,82,379.125,musicxml-no-match
RH,81,379.375,musicxml-no-match
LH,41,379.5,score-midi-no-match
LH,46,379.625,musicxml-no-match
RH,80,379.66666666666663,musicxml-no-match
RH,86,379.66666666666663,musicxml-no-match
RH,92,379.66666666666663,musicxml-no-match
LH,42,379.75,musicxml-no-match
LH,40,379.875,score-midi-no-match
LH,41,379.875,musicxml-no-match
LH,45,379.875,musicxml-no-match
RH,93,379.875,musicxml-no-match
LH,44,380.125,musicxml-no-match
RH,86,380.125,musicxml-no-match
RH,94,380.125,musicxml-no-match
RH,98,380.125,musicxml-no-match
LH,39,380.25,score-midi-no-match
LH,43,380.25,score-midi-no-match
RH,92,380.5,score-midi-no-match
RH,93,380.5,musicxml-no-match
LH,38,380.66666666666663,musicxml-no-match
LH,45,380.66666666666663,musicxml-no-match
RH,102,380.75,musicxml-no-match
LH,46,381.0,musicxml-no-match
RH,96,381.0,musicxml-no-match
LH,40,381.25,musicxml-no-match
LH,47,381.25,musicxml-no-match
RH,103,381.25,musicxml-no-match
LH,48,381.5,musicxml-no-match
RH,94,381.5,musicxml-no-match
LH,41,381.75,score-midi-no-match
LH,49,381.75,musicxml-no-match
RH,90,381.75,score-midi-no-match
RH,93,381.75,musicxml-no-match
RH,94,381.75,score-midi-no-match
RH,97,381.75,musicxml-no-match
LH,50,382.0,musicxml-no-match
RH,92,382.0,musicxml-no-match
RH,93,382.0,score-midi-no-match
LH,43,382.25,musicxml-no-match
LH,51,382.25,musicxml-no-match
RH,91,382.25,musicxml-no-match
RH,95,382.25,musicxml-no-match
LH,52,382.5,musicxml-no-match
RH,96,382.5,score-midi-no-match
LH,45,382.75,musicxml-no-match
LH,53,382.75,musicxml-no-match
RH,89,382.75,musicxml-no-match
RH,95,382.75,musicxml-no-match
RH,90,382.875,score-midi-no-match
LH,54,383.0,musicxml-no-match
RH,85,383.0,score-midi-no-match
RH,88,383.0,musicxml-no-match
LH,47,383.25,musicxml-no-match
LH,55,383.25,musicxml-no-match
RH,87,383.25,musicxml-no-match
RH,90,383.25,musicxml-no-match
LH,56,383.5,musicxml-no-match
RH,82,383.5,musicxml-no-match
RH,86,383.5,musicxml-no-match
LH,49,383.75,musicxml-no-match
LH,58,383.75,score-midi-no-match
LH,58,384.0,musicxml-no-match
LH,45,384.25,musicxml-no-match
RH,88,384.25,musicxml-no-match
LH,58,384.5,musicxml-no-match
RH,80,384.5,musicxml-no-match
RH,84,384.5,musicxml-no-match
LH,38,384.75,musicxml-no-match
LH,45,384.75,musicxml-no-match
RH,90,384.75,musicxml-no-match
LH,40,384.875,score-midi-no-match
LH,46,385.0,musicxml-no-match
RH,84,385.0,musicxml-no-match
LH,40,385.25,musicxml-no-match
RH,91,385.25,musicxml-no-match
LH,47,385.3333333333333,musicxml-no-match
LH,48,385.5,musicxml-no-match
RH,82,385.5,musicxml-no-match
LH,41,385.75,score-midi-no-match
LH,49,385.75,musicxml-no-match
RH,81,385.75,musicxml-no-match
RH,85,385.75,musicxml-no-match
RH,86,385.875,score-midi-no-match
LH,50,386.0,musicxml-no-match
RH,77,386.0,score-midi-no-match
RH,80,386.0,musicxml-no-match
LH,43,386.25,musicxml-no-match
LH,51,386.25,musicxml-no-match
RH,79,386.25,musicxml-no-match
RH,83,386.25,musicxml-no-match
LH,46,386.375,score-midi-no-match
LH,52,386.5,musicxml-no-match
RH,85,386.5,musicxml-no-match
LH,45,386.75,musicxml-no-match
LH,53,386.75,musicxml-no-match
RH,77,386.75,musicxml-no-match
RH,83,386.75,musicxml-no-match
RH,78,386.875,score-midi-no-match
LH,54,387.0,musicxml-no-match
RH,76,387.0,musicxml-no-match
LH,47,387.25,musicxml-no-match
LH,55,387.25,musicxml-no-match
RH,75,387.25,musicxml-no-match
RH,77,387.25,score-midi-no-match
RH,78,387.25,musicxml-no-match
LH,56,387.5,musicxml-no-match
RH,70,387.5,musicxml-no-match
RH,74,387.5,musicxml-no-match
LH,49,387.75,musicxml-no-match
LH,57,387.75,musicxml-no-match
LH,58,388.0,musicxml-no-match
LH,45,388.25,musicxml-no-match
RH,76,388.25,musicxml-no-match
LH,58,388.5,musicxml-no-match
RH,68,388.5,musicxml-no-match
RH,72,388.5,musicxml-no-match
LH,38,388.75,musicxml-no-match
RH,78,388.75,musicxml-no-match
LH,40,388.875,score-midi-no-match
LH,44,388.875,score-midi-no-match
LH,45,388.875,musicxml-no-match
LH,46,389.0,musicxml-no-match
RH,72,389.0,musicxml-no-match
LH,40,389.25,musicxml-no-match
LH,47,389.25,musicxml-no-match
RH,79,389.25,musicxml-no-match
LH,42,389.375,score-midi-no-match
LH,48,389.5,musicxml-no-match
RH,68,389.625,score-midi-no-match
RH,71,389.625,score-midi-no-match
LH,41,389.75,score-midi-no-match
LH,49,389.75,musicxml-no-match
RH,69,389.75,musicxml-no-match
RH,74,389.75,score-midi-no-match
LH,48,389.875,score-midi-no-match
RH,73,389.875,musicxml-no-match
LH,50,390.0,musicxml-no-match
RH,68,390.0,musicxml-no-match
LH,43,390.25,musicxml-no-match
LH,51,390.25,musicxml-no-match
RH,67,390.25,musicxml-no-match
RH,71,390.25,musicxml-no-match
LH,52,390.5,musicxml-no-match
RH,72,390.5,score-midi-no-match
RH,73,390.5,musicxml-no-match
LH,45,390.75,musicxml-no-match
LH,53,390.75,musicxml-no-match
RH,65,390.75,musicxml-no-match
RH,71,390.75,musicxml-no-match
LH,54,391.0,musicxml-no-match
RH,64,391.0,musicxml-no-match
LH,47,391.25,musicxml-no-match
RH,63,391.25,musicxml-no-match
RH,66,391.25,musicxml-no-match
RH,62,391.5,musicxml-no-match
LH,49,391.75,musicxml-no-match
LH,58,392.0,musicxml-no-match
LH,45,392.25,musicxml-no-match
LH,59,392.25,musicxml-no-match
RH,64,392.25,musicxml-no-match
LH,58,392.5,musicxml-no-match
RH,60,392.5,musicxml-no-match
LH,42,392.875,score-midi-no-match
LH,43,392.875,score-midi-no-match
LH,45,392.875,musicxml-no-match
LH,57,392.875,musicxml-no-match
RH,61,392.875,musicxml-no-match
RH,66,392.875,musicxml-no-match
LH,46,393.0,musicxml-no-match
RH,60,393.0,musicxml-no-match
LH,43,393.875,musicxml-no-match
LH,59,393.875,musicxml-no-match
RH,62,393.875,musicxml-no-match
RH,67,393.875,musicxml-no-match
LH,49,394.125,musicxml-no-match
LH,58,394.125,musicxml-no-match
RH,61,394.125,musicxml-no-match
LH,54,395.3333333333333,score-midi-no-match
LH,50,395.5,musicxml-no-match
LH,51,395.5,musicxml-no-match
LH,55,395.5,musicxml-no-match
LH,52,395.66666666666663,musicxml-no-match
LH,56,395.66666666666663,musicxml-no-match
