hand,pitch,onset_ql,reason
RH,71,63.75,score-midi-no-match
RH,83,63.75,score-midi-no-match
LH,53,63.875,score-midi-no-match
LH,46,64.125,score-midi-no-match
LH,51,64.125,score-midi-no-match
LH,58,64.125,score-midi-no-match
RH,60,64.125,score-midi-no-match
RH,70,64.125,score-midi-no-match
RH,82,64.125,score-midi-no-match
RH,80,64.5,score-midi-no-match
RH,82,64.75,score-midi-no-match
RH,67,65.125,score-midi-no-match
RH,75,65.125,score-midi-no-match
RH,79,65.125,score-midi-no-match
LH,47,66.0,score-midi-no-match
LH,49,66.0,score-midi-no-match
RH,71,66.0,score-midi-no-match
RH,73,66.0,score-midi-no-match
LH,49,66.33333333333333,score-midi-no-match
RH,73,66.33333333333333,score-midi-no-match
LH,47,66.375,score-midi-no-match
LH,47,66.625,score-midi-no-match
LH,49,66.625,score-midi-no-match
RH,71,66.66666666666666,score-midi-no-match
RH,75,66.66666666666666,score-midi-no-match
RH,73,66.875,score-midi-no-match
LH,47,67.0,score-midi-no-match
LH,49,67.0,score-midi-no-match
RH,71,67.0,score-midi-no-match
LH,47,67.125,score-midi-no-match
LH,49,67.125,score-midi-no-match
RH,71,67.125,score-midi-no-match
RH,73,67.125,score-midi-no-match
RH,75,67.5,score-midi-no-match
RH,71,67.75,score-midi-no-match
LH,47,68.0,score-midi-no-match
LH,49,68.0,score-midi-no-match
RH,71,68.0,score-midi-no-match
RH,73,68.0,score-midi-no-match
LH,49,68.625,score-midi-no-match
RH,73,68.625,score-midi-no-match
LH,47,68.66666666666666,score-midi-no-match
RH,72,68.66666666666666,score-midi-no-match
RH,80,73.875,score-midi-no-match
LH,51,74.66666666666666,score-midi-no-match
RH,80,74.75,score-midi-no-match
RH,82,75.66666666666666,score-midi-no-match
LH,48,75.75,score-midi-no-match
RH,86,77.75,score-midi-no-match
RH,88,78.0,score-midi-no-match
LH,50,78.625,score-midi-no-match
LH,52,78.625,score-midi-no-match
LH,40,78.66666666666666,score-midi-no-match
RH,90,78.75,score-midi-no-match
RH,89,78.875,score-midi-no-match
LH,39,79.0,score-midi-no-match
LH,51,79.0,score-midi-no-match
RH,90,79.0,score-midi-no-match
RH,92,79.5,score-midi-no-match
LH,38,80.0,score-midi-no-match
RH,90,80.125,score-midi-no-match
RH,68,81.5,score-midi-no-match
RH,80,81.5,score-midi-no-match
RH,83,81.5,score-midi-no-match
RH,95,81.5,score-midi-no-match
RH,92,81.625,score-midi-no-match
RH,94,82.125,score-midi-no-match
RH,97,82.75,score-midi-no-match
RH,90,83.5,score-midi-no-match
RH,77,84.25,score-midi-no-match
RH,91,84.75,score-midi-no-match
RH,79,84.875,score-midi-no-match
RH,76,85.125,score-midi-no-match
RH,85,85.125,score-midi-no-match
RH,72,85.5,score-midi-no-match
LH,56,86.125,score-midi-no-match
RH,85,86.25,score-midi-no-match
LH,58,86.66666666666666,score-midi-no-match
RH,70,89.625,score-midi-no-match
LH,41,89.75,score-midi-no-match
LH,39,91.125,score-midi-no-match
LH,47,92.0,score-midi-no-match
LH,36,92.33333333333333,score-midi-no-match
LH,53,92.5,score-midi-no-match
RH,74,92.625,score-midi-no-match
RH,78,93.375,score-midi-no-match
LH,40,93.66666666666666,score-midi-no-match
LH,52,93.75,score-midi-no-match
RH,85,96.125,score-midi-no-match
RH,86,96.125,score-midi-no-match
LH,50,96.66666666666666,score-midi-no-match
RH,62,96.66666666666666,score-midi-no-match
RH,90,97.125,score-midi-no-match
RH,87,97.375,score-midi-no-match
RH,92,98.875,score-midi-no-match
RH,62,99.125,score-midi-no-match
RH,74,99.125,score-midi-no-match
RH,86,99.125,score-midi-no-match
RH,98,99.125,score-midi-no-match
RH,60,99.25,score-midi-no-match
RH,64,100.0,score-midi-no-match
LH,31,100.125,score-midi-no-match
RH,60,100.125,score-midi-no-match
RH,69,100.125,score-midi-no-match
RH,72,100.125,score-midi-no-match
RH,71,102.875,score-midi-no-match
RH,61,104.125,score-midi-no-match
LH,56,121.125,score-midi-no-match
LH,58,122.375,score-midi-no-match
RH,72,123.0,score-midi-no-match
LH,42,129.66666666666666,score-midi-no-match
LH,52,129.875,score-midi-no-match
RH,63,140.0,score-midi-no-match
LH,49,146.25,musicxml-ambiguous
RH,78,153.5,musicxml-no-match
RH,76,153.625,musicxml-no-match
LH,58,154.375,score-midi-no-match
LH,42,162.0,score-midi-no-match
LH,52,162.25,score-midi-no-match
RH,63,164.25,score-midi-no-match
RH,87,185.33333333333331,musicxml-no-match
RH,61,203.33333333333331,musicxml-no-match
RH,73,203.33333333333331,musicxml-no-match
RH,71,214.0,score-midi-no-match
RH,76,217.5,score-midi-no-match
RH,63,230.75,musicxml-no-match
RH,76,230.75,musicxml-no-match
RH,75,231.0,musicxml-no-match
RH,73,234.25,score-midi-no-match
LH,56,236.0,score-midi-no-match
LH,58,237.125,score-midi-no-match
LH,42,244.0,score-midi-no-match
LH,52,244.125,score-midi-no-match
RH,87,267.0,musicxml-no-match
RH,73,284.5,score-midi-no-match
RH,75,284.75,score-midi-no-match
RH,71,295.5,score-midi-no-match
RH,76,302.75,score-midi-no-match
RH,63,311.875,musicxml-no-match
RH,76,311.875,musicxml-no-match
RH,75,312.0,musicxml-no-match
LH,54,313.75,score-midi-no-match
LH,56,316.875,score-midi-no-match
LH,58,317.875,score-midi-no-match
RH,72,319.25,score-midi-no-match
LH,42,325.0,score-midi-no-match
LH,52,325.125,score-midi-no-match
LH,48,330.3333333333333,score-midi-no-match
LH,49,330.875,score-midi-no-match
LH,50,331.375,score-midi-no-match
LH,51,331.875,score-midi-no-match
LH,51,333.5,score-midi-no-match
LH,52,334.0,score-midi-no-match
RH,82,337.66666666666663,score-midi-no-match
RH,87,347.66666666666663,musicxml-no-match
LH,58,378.25,score-midi-no-match
LH,58,378.625,score-midi-no-match
RH,64,378.75,score-midi-no-match
RH,70,379.0,musicxml-no-match
RH,73,379.125,musicxml-no-match
RH,64,381.875,score-midi-no-match
RH,66,382.625,score-midi-no-match
RH,61,384.25,score-midi-no-match
RH,61,384.5,score-midi-no-match
RH,76,385.5,score-midi-no-match
LH,44,399.875,score-midi-no-match
LH,46,401.125,score-midi-no-match
RH,81,401.25,score-midi-no-match
RH,75,401.66666666666663,score-midi-no-match
LH,41,401.75,score-midi-no-match
LH,41,402.125,score-midi-no-match
RH,78,403.125,score-midi-no-match
LH,53,403.3333333333333,score-midi-no-match
RH,69,403.3333333333333,score-midi-no-match
LH,44,404.875,score-midi-no-match
LH,44,405.375,score-midi-no-match
LH,57,405.5,score-midi-no-match
LH,45,405.625,score-midi-no-match
RH,78,406.375,score-midi-no-match
LH,46,408.25,score-midi-no-match
RH,78,408.25,score-midi-no-match
LH,47,412.875,score-midi-no-match
LH,47,413.125,score-midi-no-match
RH,71,413.125,score-midi-no-match
LH,36,414.5,score-midi-no-match
RH,60,414.75,score-midi-no-match
RH,70,414.75,score-midi-no-match
LH,36,417.25,score-midi-no-match
LH,48,417.375,score-midi-no-match
RH,73,420.5,score-midi-no-match
LH,40,421.0,score-midi-no-match
RH,72,421.25,score-midi-no-match
RH,70,421.375,score-midi-no-match
LH,36,422.0,score-midi-no-match
LH,39,422.375,score-midi-no-match
RH,64,422.625,score-midi-no-match
RH,73,422.625,score-midi-no-match
LH,50,422.875,score-midi-no-match
RH,64,423.625,score-midi-no-match
RH,76,423.75,score-midi-no-match
LH,44,424.125,score-midi-no-match
LH,40,424.66666666666663,score-midi-no-match
LH,38,425.0,score-midi-no-match
RH,75,425.5,score-midi-no-match
RH,73,425.75,score-midi-no-match
LH,36,426.0,score-midi-no-match
RH,65,427.0,score-midi-no-match
RH,75,427.375,score-midi-no-match
RH,65,427.75,score-midi-no-match
RH,75,428.25,score-midi-no-match
RH,78,428.66666666666663,score-midi-no-match
RH,80,428.75,score-midi-no-match
RH,83,428.75,score-midi-no-match
RH,78,429.0,score-midi-no-match
LH,46,429.125,score-midi-no-match
LH,56,429.25,score-midi-no-match
LH,46,430.0,score-midi-no-match
LH,51,430.5,score-midi-no-match
RH,74,430.66666666666663,score-midi-no-match
RH,82,430.75,score-midi-no-match
LH,44,431.0,score-midi-no-match
LH,56,431.0,score-midi-no-match
LH,46,431.25,score-midi-no-match
LH,58,431.25,score-midi-no-match
RH,70,431.3333333333333,score-midi-no-match
LH,57,431.375,score-midi-no-match
LH,48,431.5,score-midi-no-match
RH,60,431.5,score-midi-no-match
LH,56,431.625,score-midi-no-match
RH,78,431.625,score-midi-no-match
RH,80,431.625,score-midi-no-match
RH,76,432.625,score-midi-no-match
RH,85,432.625,score-midi-no-match
LH,51,432.875,score-midi-no-match
RH,60,433.25,score-midi-no-match
LH,49,433.75,score-midi-no-match
RH,80,433.75,score-midi-no-match
RH,80,434.125,score-midi-no-match
RH,81,435.125,score-midi-no-match
RH,92,435.125,score-midi-no-match
RH,94,435.5,score-midi-no-match
RH,84,435.75,score-midi-no-match
RH,94,435.75,score-midi-no-match
RH,96,435.75,score-midi-no-match
RH,92,436.125,score-midi-no-match
RH,93,436.125,score-midi-no-match
RH,89,437.0,score-midi-no-match
RH,92,437.0,score-midi-no-match
RH,93,437.0,score-midi-no-match
RH,86,437.5,score-midi-no-match
LH,36,437.875,score-midi-no-match
RH,90,438.75,score-midi-no-match
RH,90,439.25,score-midi-no-match
LH,36,439.375,score-midi-no-match
LH,36,439.625,score-midi-no-match
LH,48,439.625,score-midi-no-match
RH,82,439.75,score-midi-no-match
RH,90,439.75,score-midi-no-match
RH,85,440.25,score-midi-no-match
RH,82,440.66666666666663,score-midi-no-match
LH,43,440.75,score-midi-no-match
RH,82,441.0,score-midi-no-match
RH,87,441.0,score-midi-no-match
RH,82,441.25,score-midi-no-match
RH,85,441.3333333333333,score-midi-no-match
LH,43,441.625,score-midi-no-match
RH,87,441.625,score-midi-no-match
LH,44,441.875,score-midi-no-match
RH,85,441.875,score-midi-no-match
RH,83,442.125,score-midi-no-match
RH,86,442.125,score-midi-no-match
RH,87,442.125,score-midi-no-match
RH,88,442.66666666666663,score-midi-no-match
LH,44,443.0,score-midi-no-match
RH,85,443.25,score-midi-no-match
LH,46,443.5,score-midi-no-match
RH,87,443.75,score-midi-no-match
RH,85,444.0,score-midi-no-match
LH,58,444.625,score-midi-no-match
RH,85,444.875,score-midi-no-match
RH,88,444.875,score-midi-no-match
LH,50,445.5,score-midi-no-match
RH,81,445.5,score-midi-no-match
LH,49,445.75,score-midi-no-match
RH,85,446.0,score-midi-no-match
RH,82,446.5,score-midi-no-match
RH,80,447.0,score-midi-no-match
LH,35,452.875,outside-or-invalid-beat-map
LH,42,452.875,outside-or-invalid-beat-map
LH,47,452.875,outside-or-invalid-beat-map
