hand,pitch,onset_ql,reason
RH,69,64.125,score-midi-no-match
RH,67,65.75,score-midi-no-match
RH,69,66.875,musicxml-no-match
LH,50,67.0,musicxml-no-match
LH,57,67.0,musicxml-no-match
RH,62,67.0,musicxml-no-match
LH,55,67.25,score-midi-no-match
LH,59,67.25,score-midi-no-match
RH,67,67.25,score-midi-no-match
RH,71,67.25,score-midi-no-match
RH,71,68.375,musicxml-no-match
RH,67,68.5,musicxml-no-match
RH,62,68.625,score-midi-no-match
LH,55,71.125,musicxml-no-match
RH,62,71.125,musicxml-no-match
LH,40,71.25,musicxml-no-match
LH,47,71.25,musicxml-no-match
LH,52,71.25,score-midi-no-match
LH,59,71.25,musicxml-no-match
LH,54,73.5,musicxml-no-match
RH,62,73.5,musicxml-no-match
RH,66,73.5,musicxml-no-match
LH,35,76.25,musicxml-no-match
LH,47,76.25,musicxml-no-match
LH,54,76.25,musicxml-no-match
LH,52,78.5,musicxml-no-match
RH,64,78.5,musicxml-no-match
LH,51,78.875,score-midi-no-match
RH,63,78.875,score-midi-no-match
RH,71,80.125,musicxml-no-match
LH,50,80.25,musicxml-no-match
RH,67,80.25,musicxml-no-match
LH,55,83.33333333333333,musicxml-no-match
LH,31,83.375,musicxml-no-match
LH,43,83.375,musicxml-no-match
RH,69,87.125,score-midi-no-match
LH,54,87.25,musicxml-no-match
LH,57,87.25,musicxml-no-match
RH,62,87.25,score-midi-no-match
LH,52,88.66666666666666,musicxml-no-match
LH,47,90.25,musicxml-no-match
LH,54,90.25,musicxml-no-match
RH,62,90.25,musicxml-no-match
RH,66,90.25,musicxml-no-match
LH,52,90.5,musicxml-no-match
LH,55,90.5,musicxml-no-match
LH,59,90.5,musicxml-no-match
RH,67,90.5,score-midi-no-match
LH,52,91.375,score-midi-no-match
RH,60,91.625,musicxml-no-match
RH,67,91.625,musicxml-no-match
LH,48,94.0,musicxml-no-match
LH,52,94.0,musicxml-no-match
LH,40,94.125,musicxml-no-match
LH,51,96.66666666666666,musicxml-no-match
LH,31,99.625,musicxml-no-match
LH,47,99.625,musicxml-no-match
LH,43,99.75,musicxml-no-match
LH,57,101.66666666666666,score-midi-no-match
LH,49,101.75,musicxml-no-match
LH,56,102.125,score-midi-no-match
LH,48,102.25,score-midi-no-match
LH,47,103.33333333333333,score-midi-no-match
LH,55,103.625,musicxml-no-match
RH,64,103.625,musicxml-no-match
RH,67,103.625,musicxml-no-match
LH,28,106.875,musicxml-no-match
LH,40,106.875,musicxml-no-match
LH,43,106.875,musicxml-no-match
LH,43,111.5,musicxml-no-match
LH,47,111.5,musicxml-no-match
LH,40,113.0,musicxml-no-match
LH,49,113.0,musicxml-no-match
LH,47,114.25,musicxml-no-match
LH,50,114.25,musicxml-no-match
LH,43,114.625,musicxml-no-match
LH,52,114.625,musicxml-no-match
LH,50,115.5,musicxml-no-match
LH,54,115.5,musicxml-no-match
LH,47,116.5,score-midi-no-match
LH,55,116.5,score-midi-no-match
LH,50,116.75,score-midi-no-match
LH,54,116.75,score-midi-no-match
LH,40,117.5,score-midi-no-match
LH,47,118.0,score-midi-no-match
LH,55,118.25,musicxml-no-match
RH,61,118.5,score-midi-no-match
RH,66,118.5,score-midi-no-match
RH,69,118.5,score-midi-no-match
RH,62,119.875,score-midi-no-match
RH,61,120.125,musicxml-no-match
RH,67,120.75,musicxml-no-match
RH,69,121.625,musicxml-no-match
RH,67,121.75,musicxml-no-match
RH,71,122.0,score-midi-no-match
RH,79,122.66666666666666,score-midi-no-match
RH,81,123.75,score-midi-no-match
RH,79,124.0,musicxml-no-match
LH,57,124.875,musicxml-no-match
LH,59,125.75,musicxml-no-match
LH,57,126.0,score-midi-no-match
LH,40,126.25,score-midi-no-match
LH,47,126.625,score-midi-no-match
RH,66,126.75,musicxml-no-match
LH,55,126.875,score-midi-no-match
LH,59,126.875,musicxml-no-match
RH,69,126.875,musicxml-no-match
RH,67,127.0,score-midi-no-match
RH,61,127.66666666666666,musicxml-no-match
LH,59,127.875,musicxml-no-match
RH,61,128.375,musicxml-no-match
RH,69,129.125,musicxml-no-match
RH,67,129.375,musicxml-no-match
RH,71,129.625,score-midi-no-match
RH,79,130.125,score-midi-no-match
RH,81,131.0,score-midi-no-match
RH,79,131.125,musicxml-no-match
RH,78,131.75,musicxml-no-match
RH,79,132.5,score-midi-no-match
RH,76,132.66666666666666,score-midi-no-match
LH,59,133.375,score-midi-no-match
RH,69,133.625,musicxml-no-match
RH,74,133.625,musicxml-no-match
RH,62,133.75,score-midi-no-match
RH,71,134.33333333333331,musicxml-no-match
RH,69,134.5,musicxml-no-match
RH,67,135.0,musicxml-no-match
RH,69,135.625,musicxml-no-match
RH,67,135.75,score-midi-no-match
RH,71,136.33333333333331,score-midi-no-match
LH,55,136.375,musicxml-no-match
LH,59,136.375,musicxml-no-match
RH,66,136.375,musicxml-no-match
RH,67,136.875,score-midi-no-match
RH,66,137.125,score-midi-no-match
RH,76,137.75,musicxml-no-match
RH,64,137.875,musicxml-no-match
RH,64,138.0,score-midi-no-match
RH,66,138.66666666666666,musicxml-no-match
RH,64,138.75,musicxml-no-match
RH,64,138.875,musicxml-no-match
LH,59,139.25,score-midi-no-match
RH,74,139.375,musicxml-no-match
RH,62,139.5,score-midi-no-match
RH,66,139.5,musicxml-no-match
RH,67,140.125,musicxml-no-match
RH,66,140.25,score-midi-no-match
RH,64,140.875,musicxml-no-match
RH,66,141.33333333333331,musicxml-no-match
RH,64,141.5,score-midi-no-match
LH,52,142.0,musicxml-no-match
LH,55,142.0,musicxml-no-match
RH,62,142.0,musicxml-no-match
RH,71,142.0,musicxml-no-match
RH,64,142.625,musicxml-no-match
RH,62,142.75,score-midi-no-match
LH,40,143.125,score-midi-no-match
LH,49,143.33333333333331,musicxml-no-match
LH,55,143.33333333333331,musicxml-no-match
RH,61,143.33333333333331,musicxml-no-match
LH,50,144.0,musicxml-no-match
RH,62,144.0,musicxml-no-match
LH,49,144.25,score-midi-no-match
RH,61,144.25,score-midi-no-match
LH,42,144.625,score-midi-no-match
LH,50,144.875,musicxml-no-match
RH,62,144.875,musicxml-no-match
RH,71,144.875,musicxml-no-match
LH,52,145.5,musicxml-no-match
RH,64,145.5,musicxml-no-match
LH,50,145.75,musicxml-no-match
RH,62,145.75,musicxml-no-match
LH,40,146.25,musicxml-no-match
LH,49,146.25,musicxml-no-match
RH,61,146.25,musicxml-no-match
LH,50,146.875,musicxml-no-match
RH,62,146.875,musicxml-no-match
LH,49,147.0,score-midi-no-match
RH,61,147.0,score-midi-no-match
LH,39,147.625,musicxml-no-match
LH,47,147.625,musicxml-no-match
RH,67,147.625,musicxml-no-match
RH,61,148.25,musicxml-no-match
LH,49,148.33333333333331,musicxml-no-match
LH,47,148.375,musicxml-no-match
LH,59,148.375,score-midi-no-match
LH,40,149.0,musicxml-no-match
LH,48,149.0,musicxml-no-match
RH,60,149.0,musicxml-no-match
LH,50,149.625,score-midi-no-match
RH,62,149.625,score-midi-no-match
LH,48,149.75,score-midi-no-match
RH,60,149.875,score-midi-no-match
LH,41,150.25,score-midi-no-match
LH,59,150.5,musicxml-no-match
RH,62,150.5,musicxml-no-match
RH,71,150.5,musicxml-no-match
LH,50,150.625,musicxml-no-match
LH,55,150.625,musicxml-no-match
RH,62,150.75,score-midi-no-match
LH,52,151.25,musicxml-no-match
RH,64,151.25,musicxml-no-match
LH,50,151.375,musicxml-no-match
RH,62,151.375,score-midi-no-match
RH,60,151.875,musicxml-no-match
LH,40,152.0,musicxml-no-match
LH,48,152.0,musicxml-no-match
LH,50,152.625,musicxml-no-match
RH,62,152.625,musicxml-no-match
LH,48,152.75,score-midi-no-match
RH,60,152.75,score-midi-no-match
LH,47,153.375,musicxml-no-match
LH,59,153.375,musicxml-no-match
RH,67,153.375,musicxml-no-match
LH,39,153.5,musicxml-no-match
LH,48,154.125,musicxml-no-match
RH,60,154.125,musicxml-no-match
LH,47,154.375,musicxml-no-match
LH,59,154.375,score-midi-no-match
LH,57,155.875,musicxml-no-match
LH,55,156.125,score-midi-no-match
LH,55,156.25,musicxml-no-match
LH,46,156.875,musicxml-no-match
LH,48,157.875,musicxml-no-match
LH,47,158.25,score-midi-no-match
LH,42,161.125,musicxml-no-match
LH,40,161.66666666666666,score-midi-no-match
RH,64,163.375,musicxml-no-match
LH,43,163.5,musicxml-no-match
LH,47,163.5,musicxml-no-match
LH,52,163.5,musicxml-no-match
LH,59,163.5,musicxml-no-match
RH,66,165.75,musicxml-no-match
LH,47,165.875,score-midi-no-match
LH,50,165.875,score-midi-no-match
LH,54,165.875,score-midi-no-match
RH,62,165.875,score-midi-no-match
LH,43,166.25,musicxml-no-match
LH,52,166.25,musicxml-no-match
LH,59,166.25,musicxml-no-match
RH,64,166.25,musicxml-no-match
RH,66,167.625,musicxml-no-match
LH,47,167.66666666666666,musicxml-no-match
LH,50,167.66666666666666,musicxml-no-match
LH,54,167.66666666666666,musicxml-no-match
RH,62,167.66666666666666,musicxml-no-match
LH,30,170.0,musicxml-no-match
LH,42,170.0,musicxml-no-match
RH,62,172.0,musicxml-no-match
LH,47,172.125,musicxml-no-match
LH,54,172.125,musicxml-no-match
LH,59,172.125,musicxml-no-match
LH,54,172.75,score-midi-no-match
RH,62,172.75,score-midi-no-match
LH,47,172.875,score-midi-no-match
LH,59,172.875,score-midi-no-match
LH,54,173.33333333333331,musicxml-no-match
RH,62,173.33333333333331,musicxml-no-match
LH,47,173.875,musicxml-no-match
LH,54,173.875,musicxml-no-match
LH,59,173.875,musicxml-no-match
RH,62,173.875,musicxml-no-match
RH,71,173.875,musicxml-no-match
LH,54,174.25,score-midi-no-match
RH,71,174.25,musicxml-no-match
RH,62,174.33333333333331,musicxml-no-match
LH,52,174.875,musicxml-no-match
RH,64,174.875,musicxml-no-match
RH,71,174.875,musicxml-no-match
RH,62,175.75,score-midi-no-match
RH,71,175.75,musicxml-no-match
LH,54,175.875,musicxml-no-match
LH,59,175.875,score-midi-no-match
RH,66,175.875,musicxml-no-match
LH,52,176.25,score-midi-no-match
LH,54,176.25,score-midi-no-match
LH,59,176.25,score-midi-no-match
RH,62,176.25,score-midi-no-match
RH,71,176.25,score-midi-no-match
LH,45,176.875,score-midi-no-match
LH,47,176.875,score-midi-no-match
LH,50,177.25,musicxml-no-match
LH,54,177.25,musicxml-no-match
LH,59,177.25,musicxml-no-match
RH,62,177.25,musicxml-no-match
RH,66,177.25,musicxml-no-match
LH,28,179.0,musicxml-no-match
LH,40,179.0,musicxml-no-match
LH,54,180.25,score-midi-no-match
RH,62,180.25,score-midi-no-match
LH,47,180.33333333333331,score-midi-no-match
LH,59,180.33333333333331,score-midi-no-match
LH,47,181.0,score-midi-no-match
LH,54,181.0,score-midi-no-match
LH,59,181.0,score-midi-no-match
RH,62,181.0,score-midi-no-match
LH,47,181.5,musicxml-no-match
LH,54,181.5,musicxml-no-match
LH,47,181.875,musicxml-no-match
LH,54,181.875,musicxml-no-match
LH,59,181.875,musicxml-no-match
RH,62,181.875,musicxml-no-match
RH,71,181.875,score-midi-no-match
LH,47,182.33333333333331,score-midi-no-match
LH,54,182.375,score-midi-no-match
LH,59,182.375,score-midi-no-match
RH,62,182.375,score-midi-no-match
RH,71,182.375,score-midi-no-match
LH,52,182.875,score-midi-no-match
LH,59,183.0,score-midi-no-match
RH,64,183.25,musicxml-no-match
RH,71,183.25,musicxml-no-match
RH,62,183.875,score-midi-no-match
RH,71,183.875,musicxml-no-match
LH,54,184.125,musicxml-no-match
LH,59,184.125,score-midi-no-match
RH,66,184.125,musicxml-no-match
LH,56,184.25,score-midi-no-match
LH,52,184.375,score-midi-no-match
LH,59,184.375,score-midi-no-match
RH,64,184.375,score-midi-no-match
RH,71,184.375,score-midi-no-match
RH,62,184.5,score-midi-no-match
LH,26,185.25,score-midi-no-match
LH,38,185.25,score-midi-no-match
LH,54,185.5,musicxml-no-match
LH,59,185.5,musicxml-no-match
RH,62,185.5,musicxml-no-match
RH,66,185.5,musicxml-no-match
RH,66,187.0,musicxml-no-match
LH,42,187.125,musicxml-no-match
LH,42,187.75,musicxml-no-match
RH,66,187.75,musicxml-no-match
LH,50,188.375,musicxml-no-match
RH,66,188.375,musicxml-no-match
LH,50,188.875,musicxml-no-match
RH,66,188.875,musicxml-no-match
LH,50,189.25,musicxml-no-match
LH,54,189.25,musicxml-no-match
RH,66,189.25,musicxml-no-match
LH,59,189.75,score-midi-no-match
RH,62,189.75,musicxml-no-match
LH,54,189.875,score-midi-no-match
RH,75,189.875,score-midi-no-match
LH,54,190.125,musicxml-no-match
RH,62,190.125,musicxml-no-match
RH,75,190.25,score-midi-no-match
RH,71,190.5,musicxml-no-match
RH,72,190.5,score-midi-no-match
RH,75,190.5,score-midi-no-match
RH,78,190.5,musicxml-no-match
LH,59,190.875,musicxml-no-match
RH,62,190.875,musicxml-no-match
RH,66,190.875,musicxml-no-match
RH,71,190.875,musicxml-no-match
RH,78,190.875,musicxml-no-match
RH,83,190.875,musicxml-no-match
RH,80,191.0,score-midi-no-match
LH,59,191.25,score-midi-no-match
RH,62,191.25,score-midi-no-match
RH,66,191.25,score-midi-no-match
RH,71,191.25,score-midi-no-match
RH,83,191.25,score-midi-no-match
RH,78,191.33333333333331,score-midi-no-match
LH,25,192.0,musicxml-no-match
LH,37,192.0,musicxml-no-match
LH,49,192.75,score-midi-no-match
LH,54,192.75,score-midi-no-match
RH,66,192.75,score-midi-no-match
LH,42,192.875,score-midi-no-match
LH,59,192.875,score-midi-no-match
LH,49,193.33333333333331,score-midi-no-match
LH,54,193.33333333333331,score-midi-no-match
LH,59,193.33333333333331,score-midi-no-match
RH,64,193.33333333333331,score-midi-no-match
RH,66,193.33333333333331,score-midi-no-match
LH,42,193.375,score-midi-no-match
LH,42,193.75,musicxml-no-match
LH,49,193.75,musicxml-no-match
RH,64,193.75,musicxml-no-match
LH,49,194.125,musicxml-no-match
RH,64,194.125,musicxml-no-match
LH,49,194.5,score-midi-no-match
LH,54,194.5,score-midi-no-match
LH,59,194.5,score-midi-no-match
RH,64,194.5,score-midi-no-match
RH,66,194.5,score-midi-no-match
RH,71,194.5,score-midi-no-match
LH,47,195.0,musicxml-no-match
RH,64,195.125,musicxml-no-match
RH,64,195.625,score-midi-no-match
RH,66,195.625,score-midi-no-match
LH,54,195.66666666666666,score-midi-no-match
LH,59,195.66666666666666,score-midi-no-match
RH,71,195.66666666666666,score-midi-no-match
RH,76,195.75,score-midi-no-match
LH,54,196.125,musicxml-no-match
RH,64,196.125,musicxml-no-match
RH,76,196.125,score-midi-no-match
LH,54,196.5,musicxml-no-match
LH,59,196.5,musicxml-no-match
RH,64,196.5,musicxml-no-match
RH,66,196.5,musicxml-no-match
RH,71,196.5,musicxml-no-match
RH,78,196.5,musicxml-no-match
LH,59,197.0,score-midi-no-match
RH,64,197.0,score-midi-no-match
RH,66,197.0,score-midi-no-match
RH,71,197.0,score-midi-no-match
RH,76,197.0,score-midi-no-match
RH,78,197.0,score-midi-no-match
RH,83,197.0,score-midi-no-match
RH,61,197.125,score-midi-no-match
LH,54,197.5,score-midi-no-match
LH,59,197.5,score-midi-no-match
RH,61,197.5,score-midi-no-match
RH,64,197.5,score-midi-no-match
RH,66,197.5,score-midi-no-match
RH,71,197.5,score-midi-no-match
RH,76,197.5,score-midi-no-match
RH,78,197.5,score-midi-no-match
RH,83,197.5,score-midi-no-match
LH,23,198.625,score-midi-no-match
LH,35,198.625,score-midi-no-match
RH,61,198.875,musicxml-no-match
LH,58,199.625,score-midi-no-match
LH,54,199.875,score-midi-no-match
RH,61,199.875,score-midi-no-match
RH,66,199.875,score-midi-no-match
LH,44,200.0,score-midi-no-match
LH,49,200.0,score-midi-no-match
LH,42,200.625,score-midi-no-match
LH,47,200.625,score-midi-no-match
LH,49,200.625,score-midi-no-match
LH,54,200.625,score-midi-no-match
LH,59,200.625,score-midi-no-match
RH,61,200.625,score-midi-no-match
RH,66,200.625,score-midi-no-match
LH,42,201.125,musicxml-no-match
LH,49,201.125,musicxml-no-match
RH,61,201.125,musicxml-no-match
LH,47,201.5,musicxml-no-match
LH,49,201.5,musicxml-no-match
RH,61,201.5,musicxml-no-match
LH,42,201.625,score-midi-no-match
LH,42,201.875,musicxml-no-match
LH,47,201.875,musicxml-no-match
LH,49,201.875,musicxml-no-match
LH,49,202.25,musicxml-no-match
RH,61,202.25,musicxml-no-match
LH,42,202.75,score-midi-no-match
LH,47,202.75,score-midi-no-match
LH,49,202.75,score-midi-no-match
LH,49,203.0,musicxml-no-match
RH,61,203.0,musicxml-no-match
LH,42,203.125,musicxml-no-match
LH,47,203.125,musicxml-no-match
LH,42,203.375,musicxml-no-match
LH,47,203.375,musicxml-no-match
RH,66,203.375,musicxml-no-match
LH,42,203.66666666666666,score-midi-no-match
LH,49,203.66666666666666,score-midi-no-match
LH,54,203.66666666666666,score-midi-no-match
RH,61,203.66666666666666,score-midi-no-match
RH,66,203.66666666666666,score-midi-no-match
LH,47,204.0,score-midi-no-match
LH,59,204.0,score-midi-no-match
LH,23,204.66666666666666,score-midi-no-match
LH,35,204.66666666666666,score-midi-no-match
RH,65,205.66666666666666,score-midi-no-match
LH,47,206.125,musicxml-no-match
LH,54,206.125,musicxml-no-match
LH,59,206.125,musicxml-no-match
RH,66,206.125,musicxml-no-match
LH,42,206.25,musicxml-no-match
RH,63,206.25,score-midi-no-match
RH,61,206.66666666666666,score-midi-no-match
LH,47,206.75,score-midi-no-match
LH,42,207.125,score-midi-no-match
LH,54,207.66666666666666,score-midi-no-match
LH,59,207.66666666666666,score-midi-no-match
RH,66,207.66666666666666,score-midi-no-match
LH,49,208.0,score-midi-no-match
LH,54,208.0,score-midi-no-match
LH,59,208.0,score-midi-no-match
RH,66,208.0,score-midi-no-match
LH,42,208.125,score-midi-no-match
LH,49,208.33333333333331,musicxml-no-match
LH,42,208.375,score-midi-no-match
LH,42,209.375,score-midi-no-match
LH,47,209.375,score-midi-no-match
LH,49,209.375,score-midi-no-match
LH,54,209.375,score-midi-no-match
LH,59,209.375,score-midi-no-match
RH,66,209.375,score-midi-no-match
RH,61,209.5,score-midi-no-match
LH,23,210.0,score-midi-no-match
LH,35,210.0,score-midi-no-match
LH,47,211.0,score-midi-no-match
LH,49,211.0,score-midi-no-match
LH,54,211.0,score-midi-no-match
LH,59,211.0,score-midi-no-match
RH,61,211.0,score-midi-no-match
RH,66,211.0,score-midi-no-match
LH,42,211.125,score-midi-no-match
LH,42,211.5,score-midi-no-match
LH,59,211.5,score-midi-no-match
LH,58,212.5,score-midi-no-match
LH,49,212.875,score-midi-no-match
LH,59,212.875,score-midi-no-match
RH,60,212.875,score-midi-no-match
RH,61,212.875,score-midi-no-match
LH,47,213.25,score-midi-no-match
LH,49,213.25,score-midi-no-match
LH,54,213.25,score-midi-no-match
LH,42,213.33333333333331,score-midi-no-match
LH,47,213.5,score-midi-no-match
LH,42,213.625,score-midi-no-match
LH,50,213.875,musicxml-no-match
RH,62,213.875,musicxml-no-match
LH,42,214.0,musicxml-no-match
LH,42,214.25,score-midi-no-match
LH,50,214.25,score-midi-no-match
LH,54,214.25,score-midi-no-match
LH,45,214.375,score-midi-no-match
LH,42,214.625,score-midi-no-match
LH,47,214.625,score-midi-no-match
LH,52,214.625,score-midi-no-match
LH,54,214.625,score-midi-no-match
LH,59,214.625,score-midi-no-match
RH,63,214.625,score-midi-no-match
RH,64,214.625,score-midi-no-match
LH,26,215.25,score-midi-no-match
LH,38,215.25,score-midi-no-match
LH,52,215.375,musicxml-no-match
LH,57,215.375,musicxml-no-match
RH,62,215.375,musicxml-no-match
RH,64,215.375,musicxml-no-match
LH,45,216.25,score-midi-no-match
LH,50,216.25,score-midi-no-match
LH,57,216.25,score-midi-no-match
RH,62,216.25,score-midi-no-match
RH,64,216.25,score-midi-no-match
RH,69,216.25,score-midi-no-match
LH,52,216.33333333333331,score-midi-no-match
LH,50,216.625,musicxml-no-match
LH,52,216.625,musicxml-no-match
LH,57,216.625,musicxml-no-match
RH,69,216.625,musicxml-no-match
RH,64,216.66666666666666,musicxml-no-match
RH,62,216.75,musicxml-no-match
LH,45,216.875,score-midi-no-match
RH,61,217.125,score-midi-no-match
RH,65,217.125,score-midi-no-match
RH,66,217.125,musicxml-no-match
LH,54,217.25,musicxml-no-match
RH,64,217.25,score-midi-no-match
RH,66,217.25,musicxml-no-match
LH,45,217.75,musicxml-no-match
LH,57,217.75,musicxml-no-match
RH,62,217.75,musicxml-no-match
RH,69,217.75,musicxml-no-match
LH,57,218.125,musicxml-no-match
RH,62,218.125,musicxml-no-match
RH,69,218.125,musicxml-no-match
LH,45,218.25,musicxml-no-match
LH,50,218.33333333333331,score-midi-no-match
LH,57,218.5,musicxml-no-match
RH,69,218.5,musicxml-no-match
LH,45,218.625,musicxml-no-match
RH,66,218.66666666666666,score-midi-no-match
LH,45,218.875,musicxml-no-match
LH,57,218.875,musicxml-no-match
RH,69,218.875,musicxml-no-match
LH,50,219.0,musicxml-no-match
LH,45,219.25,musicxml-no-match
LH,57,219.25,musicxml-no-match
RH,69,219.25,musicxml-no-match
LH,50,219.5,musicxml-no-match
LH,54,220.0,musicxml-no-match
RH,66,220.0,musicxml-no-match
LH,45,220.33333333333331,score-midi-no-match
LH,54,220.33333333333331,score-midi-no-match
LH,57,220.33333333333331,score-midi-no-match
RH,69,220.33333333333331,score-midi-no-match
RH,62,220.375,score-midi-no-match
RH,66,220.375,score-midi-no-match
LH,26,221.0,score-midi-no-match
LH,38,221.0,score-midi-no-match
LH,52,221.125,musicxml-no-match
LH,57,221.125,musicxml-no-match
RH,62,221.125,musicxml-no-match
RH,64,221.125,musicxml-no-match
LH,50,222.0,score-midi-no-match
LH,52,222.0,score-midi-no-match
LH,57,222.0,score-midi-no-match
RH,62,222.0,score-midi-no-match
RH,64,222.0,score-midi-no-match
RH,69,222.0,score-midi-no-match
LH,45,222.125,score-midi-no-match
LH,52,222.375,musicxml-no-match
RH,69,222.375,score-midi-no-match
LH,45,222.5,score-midi-no-match
LH,50,222.5,score-midi-no-match
LH,57,222.5,score-midi-no-match
RH,62,222.5,score-midi-no-match
RH,64,222.5,score-midi-no-match
LH,52,222.875,musicxml-no-match
RH,64,222.875,musicxml-no-match
LH,52,223.125,musicxml-no-match
RH,64,223.125,musicxml-no-match
LH,52,223.5,musicxml-no-match
RH,64,223.5,musicxml-no-match
LH,52,223.75,musicxml-no-match
RH,64,223.75,musicxml-no-match
LH,45,223.875,score-midi-no-match
LH,50,224.25,score-midi-no-match
LH,52,224.25,musicxml-no-match
RH,64,224.25,musicxml-no-match
LH,52,224.5,musicxml-no-match
RH,64,224.5,musicxml-no-match
RH,66,224.66666666666666,score-midi-no-match
LH,45,224.875,musicxml-no-match
LH,50,224.875,musicxml-no-match
