pitch,velocity,voice,onset_ql,beat_position,key_duration_ql,acoustic_duration_ql,pedal_extension_ql,next_voice_gap_ql,candidate_duration_ql,candidate_key_gap_ql,candidate_acoustic_gap_ql,candidate_crosses_barline,candidate_has_barline,candidate_has_next_onset,rule_probability,candidate_source,piece,hand,review_priority,suggested_review_class,label,review_class,review_note
81,78,3,18.25,0.5625,0.625,1.6171875,0.9921875,6.125,1.5,0.875,0.1171875,0,0,0,0.338845524,pedal-acoustic-grid,schubert_d979,RH,medium,pedal-only,,,
81,78,3,18.25,0.5625,0.625,1.6171875,0.9921875,6.125,1.75,1.125,0.1328125,0,1,0,0.326948594,barline,schubert_d979,RH,medium,pedal-only,,,
81,78,3,18.25,0.5625,0.625,1.6171875,0.9921875,6.125,1.666666667,1.041666667,0.049479167,0,0,0,0.32274846,pedal-acoustic-grid,schubert_d979,RH,medium,pedal-only,,,
81,78,3,18.25,0.5625,0.625,1.6171875,0.9921875,6.125,6.125,5.5,4.5078125,1,0,1,0.019899767,next-voice-onset,schubert_d979,RH,medium,notation-shortening,,,
72,78,1,18.875,0.71875,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,1,0.97,key-release-grid+next-voice-onset+pedal-acoustic-grid,schubert_d979,RH,normal,notation-shortening,,,
84,85,2,18.875,0.71875,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,1,0.97,key-release-grid+next-voice-onset+pedal-acoustic-grid,schubert_d979,RH,normal,notation-shortening,,,
71,60,1,19.875,0.96875,2.0,3.088541667,1.088541667,2.0,2.0,0.0,1.088541667,1,0,1,0.741835877,key-release-grid+next-voice-onset,schubert_d979,RH,medium,notation-shortening,,,
71,60,1,19.875,0.96875,2.0,3.088541667,1.088541667,2.0,0.125,1.875,2.963541667,0,1,0,0.06359884,barline,schubert_d979,RH,medium,pedal-only,,,
83,68,2,19.875,0.96875,2.0,3.088541667,1.088541667,2.0,2.0,0.0,1.088541667,1,0,1,0.741835877,key-release-grid+next-voice-onset,schubert_d979,RH,medium,notation-shortening,,,
83,68,2,19.875,0.96875,2.0,3.088541667,1.088541667,2.0,0.125,1.875,2.963541667,0,1,0,0.06359884,barline,schubert_d979,RH,medium,pedal-only,,,
71,67,1,21.875,0.46875,1.0,1.088541667,0.088541667,1.0,1.0,0.0,0.088541667,0,0,1,0.944799955,key-release-grid+next-voice-onset+pedal-acoustic-grid,schubert_d979,RH,normal,notation-shortening,,,
83,73,2,21.875,0.46875,1.0,1.088541667,0.088541667,1.0,1.0,0.0,0.088541667,0,0,1,0.944799955,key-release-grid+next-voice-onset+pedal-acoustic-grid,schubert_d979,RH,normal,notation-shortening,,,
71,64,1,22.875,0.71875,2.0,2.984375,0.984375,2.0,2.0,0.0,0.984375,1,0,1,0.750326143,key-release-grid+next-voice-onset,schubert_d979,RH,medium,notation-shortening,,,
71,64,1,22.875,0.71875,2.0,2.984375,0.984375,2.0,1.125,0.875,1.859375,0,1,0,0.188490286,barline,schubert_d979,RH,medium,pedal-only,,,
83,70,2,22.875,0.71875,2.0,2.984375,0.984375,2.0,2.0,0.0,0.984375,1,0,1,0.750326143,key-release-grid+next-voice-onset,schubert_d979,RH,medium,notation-shortening,,,
83,70,2,22.875,0.71875,2.0,2.984375,0.984375,2.0,1.125,0.875,1.859375,0,1,0,0.188490286,barline,schubert_d979,RH,medium,pedal-only,,,
67,53,3,24.375,0.09375,1.5,1.5,0.0,3.0,1.5,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,schubert_d979,RH,normal,notation-shortening,,,
67,53,3,24.375,0.09375,1.5,1.5,0.0,3.0,1.333333333,0.166666667,0.166666667,0,0,0,0.706254605,key-release-grid+pedal-acoustic-grid,schubert_d979,RH,normal,notation-shortening,,,
67,53,3,24.375,0.09375,1.5,1.5,0.0,3.0,3.0,1.5,1.5,0,0,1,0.09617567,next-voice-onset,schubert_d979,RH,normal,notation-shortening,,,
79,68,3,24.375,0.09375,1.5,1.5,0.0,3.0,1.5,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,schubert_d979,RH,normal,notation-shortening,,,
79,68,3,24.375,0.09375,1.5,1.5,0.0,3.0,1.333333333,0.166666667,0.166666667,0,0,0,0.706254605,key-release-grid+pedal-acoustic-grid,schubert_d979,RH,normal,notation-shortening,,,
79,68,3,24.375,0.09375,1.5,1.5,0.0,3.0,3.0,1.5,1.5,0,0,1,0.09617567,next-voice-onset,schubert_d979,RH,normal,notation-shortening,,,
71,64,1,24.875,0.21875,0.875,0.984375,0.109375,1.0,0.875,0.0,0.109375,0,0,0,0.919249624,key-release-grid,schubert_d979,RH,normal,notation-shortening,,,
71,64,1,24.875,0.21875,0.875,0.984375,0.109375,1.0,1.0,0.125,0.015625,0,0,1,0.81051672,key-release-grid+next-voice-onset+pedal-acoustic-grid,schubert_d979,RH,normal,notation-shortening,,,
83,79,2,24.875,0.21875,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,1,0.97,key-release-grid+next-voice-onset+pedal-acoustic-grid,schubert_d979,RH,normal,notation-shortening,,,
71,74,1,25.875,0.46875,2.0,2.020833333,0.020833333,2.0,2.0,0.0,0.020833333,0,0,1,0.963827478,key-release-grid+next-voice-onset+pedal-acoustic-grid,schubert_d979,RH,normal,notation-shortening,,,
83,78,2,25.875,0.46875,2.0,2.020833333,0.020833333,2.0,2.0,0.0,0.020833333,0,0,1,0.963827478,key-release-grid+next-voice-onset+pedal-acoustic-grid,schubert_d979,RH,normal,notation-shortening,,,
66,60,3,27.375,0.84375,0.5,0.520833333,0.020833333,3.25,0.5,0.0,0.020833333,0,0,0,0.943827478,key-release-grid+pedal-acoustic-grid,schubert_d979,RH,normal,notation-shortening,,,
66,60,3,27.375,0.84375,0.5,0.520833333,0.020833333,3.25,0.625,0.125,0.104166667,0,1,0,0.805784774,barline,schubert_d979,RH,normal,notation-shortening,,,
66,60,3,27.375,0.84375,0.5,0.520833333,0.020833333,3.25,0.666666667,0.166666667,0.145833334,1,0,0,0.670005355,key-release-grid+pedal-acoustic-grid,schubert_d979,RH,normal,notation-shortening,,,
66,60,3,27.375,0.84375,0.5,0.520833333,0.020833333,3.25,3.25,2.75,2.729166667,1,0,1,0.030433081,next-voice-onset,schubert_d979,RH,normal,notation-shortening,,,
78,71,4,27.375,0.84375,1.5,1.572916667,0.072916667,1.5,1.5,0.0,0.072916667,1,0,1,0.893786074,key-release-grid+next-voice-onset+pedal-acoustic-grid,schubert_d979,RH,normal,notation-shortening,,,
78,71,4,27.375,0.84375,1.5,1.572916667,0.072916667,1.5,1.333333333,0.166666667,0.239583334,1,0,0,0.648975646,key-release-grid,schubert_d979,RH,normal,notation-shortening,,,
78,71,4,27.375,0.84375,1.5,1.572916667,0.072916667,1.5,0.625,0.875,0.947916667,0,1,0,0.241796653,barline,schubert_d979,RH,normal,notation-shortening,,,
71,82,1,27.875,0.96875,1.0,1.072916667,0.072916667,1.0,1.0,0.0,0.072916667,1,0,1,0.893786074,key-release-grid+next-voice-onset+pedal-acoustic-grid,schubert_d979,RH,normal,notation-shortening,,,
71,82,1,27.875,0.96875,1.0,1.072916667,0.072916667,1.0,0.125,0.875,0.947916667,0,1,0,0.241796653,barline,schubert_d979,RH,normal,notation-shortening,,,
83,91,2,27.875,0.96875,1.125,1.125,0.0,2.75,1.125,0.0,0.0,1,0,0,0.894676307,key-release-grid+pedal-acoustic-grid,schubert_d979,RH,normal,notation-shortening,,,
83,91,2,27.875,0.96875,1.125,1.125,0.0,2.75,1.0,0.125,0.125,1,0,0,0.716058931,key-release-grid+pedal-acoustic-grid,schubert_d979,RH,normal,notation-shortening,,,
83,91,2,27.875,0.96875,1.125,1.125,0.0,2.75,0.125,1.0,1.0,0,1,0,0.210033251,barline,schubert_d979,RH,normal,notation-shortening,,,
83,91,2,27.875,0.96875,1.125,1.125,0.0,2.75,2.75,1.625,1.625,1,0,1,0.077893781,next-voice-onset,schubert_d979,RH,normal,notation-shortening,,,
90,88,1,28.875,0.21875,2.375,3.955729167,1.580729167,24.625,2.375,0.0,1.580729167,0,0,0,0.737509188,key-release-grid,schubert_d979,RH,medium,pedal-only,,,
90,88,1,28.875,0.21875,2.375,3.955729167,1.580729167,24.625,2.333333333,0.041666667,1.622395834,0,0,0,0.679710933,key-release-grid,schubert_d979,RH,medium,pedal-only,,,
90,88,1,28.875,0.21875,2.375,3.955729167,1.580729167,24.625,2.5,0.125,1.455729167,0,0,0,0.588740007,key-release-grid,schubert_d979,RH,medium,pedal-only,,,
90,88,1,28.875,0.21875,2.375,3.955729167,1.580729167,24.625,3.125,0.75,0.830729167,0,1,0,0.288448828,barline,schubert_d979,RH,medium,pedal-only,,,
90,88,1,28.875,0.21875,2.375,3.955729167,1.580729167,24.625,4.0,1.625,0.044270833,1,0,0,0.248821077,pedal-acoustic-grid,schubert_d979,RH,medium,notation-shortening,,,
90,88,1,28.875,0.21875,2.375,3.955729167,1.580729167,24.625,24.625,22.25,20.669270833,1,0,1,0.018835291,next-voice-onset,schubert_d979,RH,medium,notation-shortening,,,
78,84,4,28.875,0.21875,3.875,3.955729167,0.080729167,3.875,3.875,0.0,0.080729167,1,0,1,0.89177319,key-release-grid+next-voice-onset,schubert_d979,RH,normal,notation-shortening,,,
78,84,4,28.875,0.21875,3.875,3.955729167,0.080729167,3.875,3.125,0.75,0.830729167,0,1,0,0.288448828,barline,schubert_d979,RH,normal,notation-shortening,,,
82,73,2,30.625,0.65625,0.708333333,2.205729167,1.497395833,0.708333333,0.708333333,0.0,1.497395834,0,0,1,0.761454063,next-voice-onset,schubert_d979,RH,medium,pedal-only,,,
82,73,2,30.625,0.65625,0.708333333,2.205729167,1.497395833,0.708333333,0.666666667,0.041666666,1.5390625,0,0,0,0.683463416,key-release-grid,schubert_d979,RH,medium,pedal-only,,,
70,59,3,30.625,0.65625,0.708333333,2.205729167,1.497395833,0.708333333,0.708333333,0.0,1.497395834,0,0,1,0.761454063,next-voice-onset,schubert_d979,RH,medium,pedal-only,,,
70,59,3,30.625,0.65625,0.708333333,2.205729167,1.497395833,0.708333333,0.666666667,0.041666666,1.5390625,0,0,0,0.683463416,key-release-grid,schubert_d979,RH,medium,pedal-only,,,
82,79,2,31.333333333,0.833333333,1.5,1.5,-0.0,13.666666667,1.5,0.0,0.0,1,0,0,0.894676307,key-release-grid+pedal-acoustic-grid,schubert_d979,RH,normal,notation-shortening,,,
82,79,2,31.333333333,0.833333333,1.5,1.5,-0.0,13.666666667,1.333333333,0.166666667,0.166666667,1,0,0,0.665125539,key-release-grid+pedal-acoustic-grid,schubert_d979,RH,normal,notation-shortening,,,
82,79,2,31.333333333,0.833333333,1.5,1.5,-0.0,13.666666667,0.666666667,0.833333333,0.833333333,0,1,0,0.264182782,barline,schubert_d979,RH,normal,notation-shortening,,,
82,79,2,31.333333333,0.833333333,1.5,1.5,-0.0,13.666666667,13.666666667,12.166666667,12.166666667,1,0,1,0.018835398,next-voice-onset,schubert_d979,RH,normal,notation-shortening,,,
70,72,3,31.333333333,0.833333333,1.5,1.5,-0.0,7.291666667,1.5,0.0,0.0,1,0,0,0.894676307,key-release-grid+pedal-acoustic-grid,schubert_d979,RH,normal,notation-shortening,,,
70,72,3,31.333333333,0.833333333,1.5,1.5,-0.0,7.291666667,1.333333333,0.166666667,0.166666667,1,0,0,0.665125539,key-release-grid+pedal-acoustic-grid,schubert_d979,RH,normal,notation-shortening,,,
70,72,3,31.333333333,0.833333333,1.5,1.5,-0.0,7.291666667,0.666666667,0.833333333,0.833333333,0,1,0,0.264182782,barline,schubert_d979,RH,normal,notation-shortening,,,
70,72,3,31.333333333,0.833333333,1.5,1.5,-0.0,7.291666667,7.291666667,5.791666667,5.791666667,1,0,1,0.019067137,next-voice-onset,schubert_d979,RH,normal,notation-shortening,,,
71,51,4,32.75,0.1875,3.125,4.411458333,1.286458333,3.25,3.125,0.0,1.286458333,0,0,0,0.753394669,key-release-grid,schubert_d979,RH,medium,pedal-only,,,
71,51,4,32.75,0.1875,3.125,4.411458333,1.286458333,3.25,3.25,0.125,1.161458333,0,1,1,0.667196303,barline+next-voice-onset,schubert_d979,RH,medium,pedal-only,,,
71,51,4,32.75,0.1875,3.125,4.411458333,1.286458333,3.25,3.0,0.125,1.411458333,0,0,0,0.591117766,key-release-grid,schubert_d979,RH,medium,pedal-only,,,
83,52,4,32.75,0.1875,3.125,4.411458333,1.286458333,3.25,3.125,0.0,1.286458333,0,0,0,0.753394669,key-release-grid,schubert_d979,RH,medium,pedal-only,,,
83,52,4,32.75,0.1875,3.125,4.411458333,1.286458333,3.25,3.25,0.125,1.161458333,0,1,1,0.667196303,barline+next-voice-onset,schubert_d979,RH,medium,pedal-only,,,
83,52,4,32.75,0.1875,3.125,4.411458333,1.286458333,3.25,3.0,0.125,1.411458333,0,0,0,0.591117766,key-release-grid,schubert_d979,RH,medium,pedal-only,,,
71,53,4,36.0,0.0,1.125,1.161458333,0.036458333,1.125,1.125,0.0,0.036458333,0,0,1,0.959298306,key-release-grid+next-voice-onset+pedal-acoustic-grid,schubert_d979,RH,normal,notation-shortening,,,
71,53,4,36.0,0.0,1.125,1.161458333,0.036458333,1.125,1.0,0.125,0.161458333,0,0,0,0.751126509,key-release-grid+pedal-acoustic-grid,schubert_d979,RH,normal,notation-shortening,,,
83,59,4,36.0,0.0,1.125,1.161458333,0.036458333,1.125,1.125,0.0,0.036458333,0,0,1,0.959298306,key-release-grid+next-voice-onset+pedal-acoustic-grid,schubert_d979,RH,normal,notation-shortening,,,
83,59,4,36.0,0.0,1.125,1.161458333,0.036458333,1.125,1.0,0.125,0.161458333,0,0,0,0.751126509,key-release-grid+pedal-acoustic-grid,schubert_d979,RH,normal,notation-shortening,,,
71,62,4,37.125,0.28125,2.0,2.8828125,0.8828125,2.0,2.0,0.0,0.8828125,0,0,1,0.806668103,key-release-grid+next-voice-onset,schubert_d979,RH,medium,pedal-only,,,
83,74,4,37.125,0.28125,2.0,2.8828125,0.8828125,2.0,2.0,0.0,0.8828125,0,0,1,0.806668103,key-release-grid+next-voice-onset,schubert_d979,RH,medium,pedal-only,,,
67,53,3,38.625,0.65625,1.375,1.3828125,0.0078125,3.0,1.375,0.0,0.0078125,0,1,0,0.987667202,barline+key-release-grid+pedal-acoustic-grid,schubert_d979,RH,normal,notation-shortening,,,
67,53,3,38.625,0.65625,1.375,1.3828125,0.0078125,3.0,1.333333333,0.041666667,0.049479167,0,0,0,0.87961942,key-release-grid+pedal-acoustic-grid,schubert_d979,RH,normal,notation-shortening,,,
67,53,3,38.625,0.65625,1.375,1.3828125,0.0078125,3.0,1.5,0.125,0.1171875,1,0,0,0.717967671,key-release-grid+pedal-acoustic-grid,schubert_d979,RH,normal,notation-shortening,,,
67,53,3,38.625,0.65625,1.375,1.3828125,0.0078125,3.0,3.0,1.625,1.6171875,1,0,1,0.078209294,next-voice-onset,schubert_d979,RH,normal,notation-shortening,,,
79,71,3,38.625,0.65625,1.375,1.3828125,0.0078125,3.0,1.375,0.0,0.0078125,0,1,0,0.987667202,barline+key-release-grid+pedal-acoustic-grid,schubert_d979,RH,normal,notation-shortening,,,
79,71,3,38.625,0.65625,1.375,1.3828125,0.0078125,3.0,1.333333333,0.041666667,0.049479167,0,0,0,0.87961942,key-release-grid+pedal-acoustic-grid,schubert_d979,RH,normal,notation-shortening,,,
79,71,3,38.625,0.65625,1.375,1.3828125,0.0078125,3.0,1.5,0.125,0.1171875,1,0,0,0.717967671,key-release-grid+pedal-acoustic-grid,schubert_d979,RH,normal,notation-shortening,,,
79,71,3,38.625,0.65625,1.375,1.3828125,0.0078125,3.0,3.0,1.625,1.6171875,1,0,1,0.078209294,next-voice-onset,schubert_d979,RH,normal,notation-shortening,,,
71,59,4,39.125,0.78125,0.875,0.8828125,0.0078125,1.0,0.875,0.0,0.0078125,0,1,0,0.987667202,barline+key-release-grid+pedal-acoustic-grid,schubert_d979,RH,normal,notation-shortening,,,
71,59,4,39.125,0.78125,0.875,0.8828125,0.0078125,1.0,1.0,0.125,0.1171875,1,0,1,0.736802962,key-release-grid+next-voice-onset+pedal-acoustic-grid,schubert_d979,RH,normal,notation-shortening,,,
83,76,4,39.125,0.78125,0.875,0.8828125,0.0078125,1.0,0.875,0.0,0.0078125,0,1,0,0.987667202,barline+key-release-grid+pedal-acoustic-grid,schubert_d979,RH,normal,notation-shortening,,,
83,76,4,39.125,0.78125,0.875,0.8828125,0.0078125,1.0,1.0,0.125,0.1171875,1,0,1,0.736802962,key-release-grid+next-voice-onset+pedal-acoustic-grid,schubert_d979,RH,normal,notation-shortening,,,
71,65,4,40.125,0.03125,2.0,2.958333333,0.958333333,2.0,2.0,0.0,0.958333333,0,0,1,0.799159192,key-release-grid+next-voice-onset,schubert_d979,RH,high,pedal-only,,,
83,80,4,40.125,0.03125,2.0,2.958333333,0.958333333,2.0,2.0,0.0,0.958333333,0,0,1,0.799159192,key-release-grid+next-voice-onset,schubert_d979,RH,medium,pedal-only,,,
66,46,3,41.625,0.40625,1.5,1.5,0.0,2.875,1.5,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,schubert_d979,RH,normal,notation-shortening,,,
66,46,3,41.625,0.40625,1.5,1.5,0.0,2.875,1.333333333,0.166666667,0.166666667,0,0,0,0.706254605,key-release-grid+pedal-acoustic-grid,schubert_d979,RH,normal,notation-shortening,,,
66,46,3,41.625,0.40625,1.5,1.5,0.0,2.875,2.375,0.875,0.875,0,1,0,0.249126198,barline,schubert_d979,RH,normal,notation-shortening,,,
66,46,3,41.625,0.40625,1.5,1.5,0.0,2.875,2.875,1.375,1.375,1,0,1,0.106195234,next-voice-onset,schubert_d979,RH,normal,notation-shortening,,,
78,71,3,41.625,0.40625,1.5,1.5,0.0,2.875,1.5,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,schubert_d979,RH,normal,notation-shortening,,,
78,71,3,41.625,0.40625,1.5,1.5,0.0,2.875,1.333333333,0.166666667,0.166666667,0,0,0,0.706254605,key-release-grid+pedal-acoustic-grid,schubert_d979,RH,normal,notation-shortening,,,
78,71,3,41.625,0.40625,1.5,1.5,0.0,2.875,2.375,0.875,0.875,0,1,0,0.249126198,barline,schubert_d979,RH,normal,notation-shortening,,,
78,71,3,41.625,0.40625,1.5,1.5,0.0,2.875,2.875,1.375,1.375,1,0,1,0.106195234,next-voice-onset,schubert_d979,RH,normal,notation-shortening,,,
71,69,4,42.125,0.53125,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,1,0.97,key-release-grid+next-voice-onset+pedal-acoustic-grid,schubert_d979,RH,normal,notation-shortening,,,
83,82,4,42.125,0.53125,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,1,0.97,key-release-grid+next-voice-onset+pedal-acoustic-grid,schubert_d979,RH,normal,notation-shortening,,,
71,78,4,43.125,0.78125,3.0,3.0,0.0,3.0,3.0,0.0,0.0,1,0,1,0.913511598,key-release-grid+next-voice-onset+pedal-acoustic-grid,schubert_d979,RH,normal,notation-shortening,,,
71,78,4,43.125,0.78125,3.0,3.0,0.0,3.0,0.875,2.125,2.125,0,1,0,0.06950538,barline,schubert_d979,RH,normal,notation-shortening,,,
