pitch,velocity,voice,onset_ql,beat_position,key_duration_ql,acoustic_duration_ql,pedal_extension_ql,next_voice_gap_ql,candidate_duration_ql,candidate_key_gap_ql,candidate_acoustic_gap_ql,candidate_crosses_barline,candidate_has_barline,candidate_has_next_onset,rule_probability,candidate_source,piece,hand,review_priority,suggested_review_class,label,review_class,review_note
79,70,2,3.333333333,0.833333333,0.25,0.25,0.0,2.791666667,0.25,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
79,70,2,3.333333333,0.833333333,0.25,0.25,0.0,2.791666667,0.333333333,0.083333333,0.083333333,0,0,0,0.818746562,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
79,70,2,3.333333333,0.833333333,0.25,0.25,0.0,2.791666667,0.666666667,0.416666667,0.416666667,0,1,0,0.495851411,barline,scarlatti_k79,RH,normal,notation-shortening,,,
79,70,2,3.333333333,0.833333333,0.25,0.25,0.0,2.791666667,2.791666667,2.541666667,2.541666667,1,0,1,0.034072267,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
74,80,1,3.5,0.875,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0,0,1,0.97,key-release-grid+next-voice-onset+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
76,75,1,3.75,0.9375,0.125,0.125,0.0,0.125,0.125,0.0,0.0,0,0,1,0.97,key-release-grid+next-voice-onset+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
72,80,1,3.875,0.96875,0.125,0.125,0.0,0.25,0.125,0.0,0.0,0,1,0,0.99,barline+key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
72,80,1,3.875,0.96875,0.125,0.125,0.0,0.25,0.25,0.125,0.125,1,0,1,0.734894222,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
74,81,1,4.125,0.03125,0.125,0.125,0.0,0.125,0.125,0.0,0.0,0,0,1,0.97,key-release-grid+next-voice-onset+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
72,78,1,4.25,0.0625,0.125,0.125,0.0,0.25,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
72,78,1,4.25,0.0625,0.125,0.125,0.0,0.25,0.25,0.125,0.125,0,0,1,0.780337542,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
74,81,1,4.5,0.125,0.125,0.125,0.0,0.125,0.125,0.0,0.0,0,0,1,0.97,key-release-grid+next-voice-onset+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
71,79,1,4.625,0.15625,0.125,0.125,0.0,0.125,0.125,0.0,0.0,0,0,1,0.97,key-release-grid+next-voice-onset+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
72,76,1,4.75,0.1875,0.125,0.125,0.0,0.25,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
72,76,1,4.75,0.1875,0.125,0.125,0.0,0.25,0.25,0.125,0.125,0,0,1,0.780337542,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
69,65,1,5.0,0.25,0.125,0.125,0.0,0.125,0.125,0.0,0.0,0,0,1,0.97,key-release-grid+next-voice-onset+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
71,82,1,5.125,0.28125,0.125,0.125,0.0,0.375,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
71,82,1,5.125,0.28125,0.125,0.125,0.0,0.375,0.375,0.25,0.25,0,0,1,0.629776017,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
74,70,1,5.5,0.375,0.125,0.125,0.0,0.375,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
74,70,1,5.5,0.375,0.125,0.125,0.0,0.375,0.375,0.25,0.25,0,0,1,0.629776017,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
72,70,1,5.875,0.46875,0.333333333,0.333333333,-0.0,0.625,0.333333333,0.0,0.0,0,0,0,0.949999999,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
72,70,1,5.875,0.46875,0.333333333,0.333333333,-0.0,0.625,0.375,0.041666667,0.041666667,0,0,0,0.881838446,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
72,70,1,5.875,0.46875,0.333333333,0.333333333,-0.0,0.625,0.25,0.083333333,0.083333333,0,0,0,0.818746562,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
72,70,1,5.875,0.46875,0.333333333,0.333333333,-0.0,0.625,0.625,0.291666667,0.291666667,0,0,1,0.586796624,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
71,85,2,6.125,0.53125,0.125,0.125,0.0,11.0,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
71,85,2,6.125,0.53125,0.125,0.125,0.0,11.0,1.875,1.75,1.75,0,1,0,0.091752275,barline,scarlatti_k79,RH,normal,notation-shortening,,,
71,85,2,6.125,0.53125,0.125,0.125,0.0,11.0,11.0,10.875,10.875,1,0,1,0.018835797,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
74,70,1,6.5,0.625,0.125,0.125,0.0,0.375,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
74,70,1,6.5,0.625,0.125,0.125,0.0,0.375,0.375,0.25,0.25,0,0,1,0.629776017,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
72,67,1,6.875,0.71875,0.375,0.375,0.0,0.375,0.375,0.0,0.0,0,0,1,0.97,key-release-grid+next-voice-onset+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
72,67,1,6.875,0.71875,0.375,0.375,0.0,0.375,0.333333333,0.041666667,0.041666667,0,0,0,0.881838446,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
71,79,1,7.25,0.8125,0.125,0.125,0.0,0.416666667,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
71,79,1,7.25,0.8125,0.125,0.125,0.0,0.416666667,0.416666667,0.291666667,0.291666667,0,0,1,0.586796624,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
74,76,1,7.666666667,0.916666667,0.333333333,0.333333333,-0.0,0.333333333,0.333333333,0.0,0.0,0,1,1,0.999,barline+key-release-grid+next-voice-onset+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
74,76,1,7.666666667,0.916666667,0.333333333,0.333333333,-0.0,0.333333333,0.25,0.083333333,0.083333333,0,0,0,0.818746562,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
67,74,1,8.0,0.0,0.125,0.125,0.0,0.375,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
67,74,1,8.0,0.0,0.125,0.125,0.0,0.375,0.375,0.25,0.25,0,0,1,0.629776017,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
66,74,1,8.375,0.09375,0.125,0.125,0.0,0.375,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
66,74,1,8.375,0.09375,0.125,0.125,0.0,0.375,0.375,0.25,0.25,0,0,1,0.629776017,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
74,72,1,8.75,0.1875,0.125,0.125,0.0,0.25,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
74,72,1,8.75,0.1875,0.125,0.125,0.0,0.25,0.25,0.125,0.125,0,0,1,0.780337542,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
64,78,1,9.0,0.25,0.125,0.125,0.0,0.375,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
64,78,1,9.0,0.25,0.125,0.125,0.0,0.375,0.375,0.25,0.25,0,0,1,0.629776017,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
62,79,1,9.375,0.34375,0.125,0.125,0.0,0.375,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
62,79,1,9.375,0.34375,0.125,0.125,0.0,0.375,0.375,0.25,0.25,0,0,1,0.629776017,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
74,77,1,9.75,0.4375,0.125,0.125,0.0,0.375,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
74,77,1,9.75,0.4375,0.125,0.125,0.0,0.375,0.375,0.25,0.25,0,0,1,0.629776017,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
72,73,1,10.125,0.53125,0.125,0.125,0.0,0.25,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
72,73,1,10.125,0.53125,0.125,0.125,0.0,0.25,0.25,0.125,0.125,0,0,1,0.780337542,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
71,88,1,10.375,0.59375,0.125,0.125,0.0,0.5,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
71,88,1,10.375,0.59375,0.125,0.125,0.0,0.5,0.5,0.375,0.375,0,0,1,0.510063625,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
62,67,1,10.875,0.71875,0.125,0.125,0.0,0.375,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
62,67,1,10.875,0.71875,0.125,0.125,0.0,0.375,0.375,0.25,0.25,0,0,1,0.629776017,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
72,74,1,11.25,0.8125,0.375,0.375,0.0,0.375,0.375,0.0,0.0,0,0,1,0.97,key-release-grid+next-voice-onset+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
72,74,1,11.25,0.8125,0.375,0.375,0.0,0.375,0.333333333,0.041666667,0.041666667,0,0,0,0.881838446,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
71,82,1,11.625,0.90625,0.125,0.125,0.0,0.25,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
71,82,1,11.625,0.90625,0.125,0.125,0.0,0.25,0.25,0.125,0.125,0,0,1,0.780337542,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
62,78,1,11.875,0.96875,0.125,0.125,0.0,0.375,0.125,0.0,0.0,0,1,0,0.99,barline+key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
62,78,1,11.875,0.96875,0.125,0.125,0.0,0.375,0.375,0.25,0.25,1,0,1,0.593100717,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
72,63,1,12.25,0.0625,0.333333333,0.333333333,0.0,0.416666667,0.333333333,0.0,0.0,0,0,0,0.949999999,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
72,63,1,12.25,0.0625,0.333333333,0.333333333,0.0,0.416666667,0.375,0.041666667,0.041666667,0,0,0,0.881838446,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
72,63,1,12.25,0.0625,0.333333333,0.333333333,0.0,0.416666667,0.416666667,0.083333334,0.083333334,0,0,1,0.838746561,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
72,63,1,12.25,0.0625,0.333333333,0.333333333,0.0,0.416666667,0.25,0.083333333,0.083333333,0,0,0,0.818746562,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
71,73,1,12.666666667,0.166666667,0.125,0.125,0.0,0.333333333,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
71,73,1,12.666666667,0.166666667,0.125,0.125,0.0,0.333333333,0.333333333,0.208333333,0.208333333,0,0,1,0.676168637,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
74,72,1,13.0,0.25,0.25,0.25,0.0,0.333333333,0.25,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
74,72,1,13.0,0.25,0.25,0.25,0.0,0.333333333,0.333333333,0.083333333,0.083333333,0,0,1,0.838746562,key-release-grid+next-voice-onset+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
67,67,1,13.333333333,0.333333333,0.125,0.125,0.0,0.416666667,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
67,67,1,13.333333333,0.333333333,0.125,0.125,0.0,0.416666667,0.416666667,0.291666667,0.291666667,0,0,1,0.586796624,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
66,58,1,13.75,0.4375,0.333333333,0.333333333,0.0,0.375,0.333333333,0.0,0.0,0,0,0,0.949999999,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
66,58,1,13.75,0.4375,0.333333333,0.333333333,0.0,0.375,0.375,0.041666667,0.041666667,0,0,1,0.901838446,key-release-grid+next-voice-onset+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
66,58,1,13.75,0.4375,0.333333333,0.333333333,0.0,0.375,0.25,0.083333333,0.083333333,0,0,0,0.818746562,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
74,71,1,14.125,0.53125,0.125,0.125,0.0,0.375,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
74,71,1,14.125,0.53125,0.125,0.125,0.0,0.375,0.375,0.25,0.25,0,0,1,0.629776017,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
64,77,1,14.5,0.625,0.125,0.125,0.0,0.375,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
64,77,1,14.5,0.625,0.125,0.125,0.0,0.375,0.375,0.25,0.25,0,0,1,0.629776017,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
62,73,1,14.875,0.71875,0.125,0.125,0.0,0.25,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
62,73,1,14.875,0.71875,0.125,0.125,0.0,0.25,0.25,0.125,0.125,0,0,1,0.780337542,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
74,73,1,15.125,0.78125,0.125,0.125,0.0,0.375,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
74,73,1,15.125,0.78125,0.125,0.125,0.0,0.375,0.375,0.25,0.25,0,0,1,0.629776017,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
72,75,1,15.5,0.875,0.125,0.125,0.0,0.375,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
72,75,1,15.5,0.875,0.125,0.125,0.0,0.375,0.375,0.25,0.25,0,0,1,0.629776017,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
71,86,1,15.875,0.96875,0.125,0.125,0.0,0.375,0.125,0.0,0.0,0,1,0,0.99,barline+key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
71,86,1,15.875,0.96875,0.125,0.125,0.0,0.375,0.375,0.25,0.25,1,0,1,0.593100717,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
62,82,1,16.25,0.0625,0.125,0.125,0.0,0.375,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
62,82,1,16.25,0.0625,0.125,0.125,0.0,0.375,0.375,0.25,0.25,0,0,1,0.629776017,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
71,85,1,16.625,0.15625,0.125,0.125,0.0,0.375,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
71,85,1,16.625,0.15625,0.125,0.125,0.0,0.375,0.375,0.25,0.25,0,0,1,0.629776017,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
69,97,1,17.0,0.25,0.25,0.25,0.0,1.75,0.25,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
69,97,1,17.0,0.25,0.25,0.25,0.0,1.75,0.333333333,0.083333333,0.083333333,0,0,0,0.818746562,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
69,97,1,17.0,0.25,0.25,0.25,0.0,1.75,1.75,1.5,1.5,0,0,1,0.09617567,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
67,88,2,17.125,0.28125,0.125,0.125,0.0,0.208333333,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
67,88,2,17.125,0.28125,0.125,0.125,0.0,0.208333333,0.208333333,0.083333333,0.083333333,0,0,1,0.838746562,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
66,77,2,17.333333333,0.333333333,0.125,0.125,0.0,0.166666667,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
66,77,2,17.333333333,0.333333333,0.125,0.125,0.0,0.166666667,0.166666667,0.041666667,0.041666667,0,0,1,0.901838446,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
64,73,2,17.5,0.375,0.125,0.125,0.0,0.125,0.125,0.0,0.0,0,0,1,0.97,key-release-grid+next-voice-onset+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
62,85,2,17.625,0.40625,0.125,0.125,0.0,0.25,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
62,85,2,17.625,0.40625,0.125,0.125,0.0,0.25,0.25,0.125,0.125,0,0,1,0.780337542,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
60,76,2,17.875,0.46875,0.125,0.125,0.0,1.25,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
60,76,2,17.875,0.46875,0.125,0.125,0.0,1.25,1.25,1.125,1.125,0,0,1,0.158589522,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
67,75,1,18.75,0.6875,0.125,0.125,0.0,0.75,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
67,75,1,18.75,0.6875,0.125,0.125,0.0,0.75,0.75,0.625,0.625,0,0,1,0.338644996,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
60,75,2,19.125,0.78125,0.125,0.125,0.0,4.541666667,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
60,75,2,19.125,0.78125,0.125,0.125,0.0,4.541666667,0.875,0.75,0.75,0,1,0,0.297833527,barline,scarlatti_k79,RH,normal,notation-shortening,,,
60,75,2,19.125,0.78125,0.125,0.125,0.0,4.541666667,4.541666667,4.416666667,4.416666667,1,0,1,0.020106628,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
69,74,1,19.5,0.875,0.125,0.125,0.0,0.25,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
69,74,1,19.5,0.875,0.125,0.125,0.0,0.25,0.25,0.125,0.125,0,0,1,0.780337542,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
66,68,1,19.75,0.9375,0.125,0.125,0.0,0.5,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
66,68,1,19.75,0.9375,0.125,0.125,0.0,0.5,0.25,0.125,0.125,0,1,0,0.800337542,barline,scarlatti_k79,RH,normal,notation-shortening,,,
66,68,1,19.75,0.9375,0.125,0.125,0.0,0.5,0.5,0.375,0.375,1,0,1,0.480359832,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
67,82,1,20.25,0.0625,0.125,0.125,0.0,0.25,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
67,82,1,20.25,0.0625,0.125,0.125,0.0,0.25,0.25,0.125,0.125,0,0,1,0.780337542,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
62,79,1,20.5,0.125,0.125,0.125,0.0,0.375,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
62,79,1,20.5,0.125,0.125,0.125,0.0,0.375,0.375,0.25,0.25,0,0,1,0.629776017,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
71,85,1,20.875,0.21875,0.125,0.125,0.0,0.375,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
71,85,1,20.875,0.21875,0.125,0.125,0.0,0.375,0.375,0.25,0.25,0,0,1,0.629776017,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
69,102,1,21.25,0.3125,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0,0,1,0.97,key-release-grid+next-voice-onset+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
67,85,1,21.5,0.375,0.125,0.125,0.0,0.125,0.125,0.0,0.0,0,0,1,0.97,key-release-grid+next-voice-onset+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
66,80,1,21.625,0.40625,0.125,0.125,0.0,0.125,0.125,0.0,0.0,0,0,1,0.97,key-release-grid+next-voice-onset+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
64,80,1,21.75,0.4375,0.125,0.125,0.0,0.125,0.125,0.0,0.0,0,0,1,0.97,key-release-grid+next-voice-onset+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
62,86,1,21.875,0.46875,0.125,0.125,0.0,0.25,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
62,86,1,21.875,0.46875,0.125,0.125,0.0,0.25,0.25,0.125,0.125,0,0,1,0.780337542,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
60,77,1,22.125,0.53125,0.125,0.125,0.0,0.875,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
60,77,1,22.125,0.53125,0.125,0.125,0.0,0.875,0.875,0.75,0.75,0,0,1,0.277833527,next-voice-onset,scarlatti_k79,RH,normal,notation-shortening,,,
67,96,1,23.0,0.75,0.75,0.75,0.0,0.75,0.75,0.0,0.0,0,0,1,0.97,key-release-grid+next-voice-onset+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
67,96,1,23.0,0.75,0.75,0.75,0.0,0.75,0.666666667,0.083333333,0.083333333,0,0,0,0.818746562,key-release-grid+pedal-acoustic-grid,scarlatti_k79,RH,normal,notation-shortening,,,
