pitch,velocity,voice,onset_ql,beat_position,key_duration_ql,acoustic_duration_ql,pedal_extension_ql,next_voice_gap_ql,candidate_duration_ql,candidate_key_gap_ql,candidate_acoustic_gap_ql,candidate_crosses_barline,candidate_has_barline,candidate_has_next_onset,rule_probability,candidate_source,piece,hand,candidate_event_id,review_priority,label,label_source,auto_label_status,alignment_method,reference_part,reference_voice,reference_onset_ql,reference_duration_ql,reference_tie_start,reference_tie_stop,review_class,review_note
61,104,1,28.75,0.1875,0.125,1.770833333,1.645833333,0.25,0.25,0.125,1.520833333,0,0,1,0.605464959,next-voice-onset,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:61:28.750000:1,medium,,,reference-duration-not-candidate,external,P1,1,21.5,0.5,0,0,,
69,96,1,28.75,0.1875,0.125,1.770833333,1.645833333,0.25,0.125,0.0,1.645833333,0,0,0,0.734690328,key-release-grid,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:69:28.750000:1,medium,,,reference-duration-not-candidate,external,P1,1,21.5,0.5,0,0,,
69,96,1,28.75,0.1875,0.125,1.770833333,1.645833333,0.25,0.25,0.125,1.520833333,0,0,1,0.605464959,next-voice-onset,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:69:28.750000:1,medium,,,reference-duration-not-candidate,external,P1,1,21.5,0.5,0,0,,
61,102,1,29.0,0.25,0.125,1.520833333,1.395833333,0.333333333,0.125,0.0,1.395833333,0,0,0,0.746827045,key-release-grid,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:61:29.000000:1,medium,,,reference-duration-not-candidate,external,P1,1,22.0,0.5,0,0,,
61,102,1,29.0,0.25,0.125,1.520833333,1.395833333,0.333333333,0.333333333,0.208333333,1.1875,0,0,1,0.541595557,next-voice-onset,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:61:29.000000:1,medium,,,reference-duration-not-candidate,external,P1,1,22.0,0.5,0,0,,
69,94,1,29.0,0.25,0.125,1.520833333,1.395833333,0.333333333,0.125,0.0,1.395833333,0,0,0,0.746827045,key-release-grid,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:69:29.000000:1,medium,,,reference-duration-not-candidate,external,P1,1,22.0,0.5,0,0,,
69,94,1,29.0,0.25,0.125,1.520833333,1.395833333,0.333333333,0.333333333,0.208333333,1.1875,0,0,1,0.541595557,next-voice-onset,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:69:29.000000:1,medium,,,reference-duration-not-candidate,external,P1,1,22.0,0.5,0,0,,
62,96,1,29.333333333,0.333333333,0.125,1.1875,1.0625,0.291666667,0.125,0.0,1.0625,0,0,0,0.769857742,key-release-grid,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:62:29.333333:1,medium,,,unmatched,external,,,,,,,,
62,96,1,29.333333333,0.333333333,0.125,1.1875,1.0625,0.291666667,0.291666667,0.166666667,0.895833333,0,0,1,0.606896356,next-voice-onset,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:62:29.333333:1,medium,,,unmatched,external,,,,,,,,
69,96,1,29.333333333,0.333333333,0.125,1.1875,1.0625,0.291666667,0.125,0.0,1.0625,0,0,0,0.769857742,key-release-grid,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:69:29.333333:1,medium,,,unmatched,external,,,,,,,,
69,96,1,29.333333333,0.333333333,0.125,1.1875,1.0625,0.291666667,0.291666667,0.166666667,0.895833333,0,0,1,0.606896356,next-voice-onset,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:69:29.333333:1,medium,,,unmatched,external,,,,,,,,
62,105,1,29.625,0.40625,0.125,0.895833333,0.770833333,0.25,0.125,0.0,0.770833333,0,0,0,0.799132855,key-release-grid,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:62:29.625000:1,medium,,,reference-duration-not-candidate,external,P1,1,23.0,0.5,0,0,,
62,105,1,29.625,0.40625,0.125,0.895833333,0.770833333,0.25,0.25,0.125,0.645833333,0,0,1,0.680336493,next-voice-onset,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:62:29.625000:1,medium,,,reference-duration-not-candidate,external,P1,1,23.0,0.5,0,0,,
69,98,1,29.625,0.40625,0.125,0.895833333,0.770833333,0.25,0.125,0.0,0.770833333,0,0,0,0.799132855,key-release-grid,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:69:29.625000:1,medium,,,reference-duration-not-candidate,external,P1,1,23.0,0.5,0,0,,
69,98,1,29.625,0.40625,0.125,0.895833333,0.770833333,0.25,0.25,0.125,0.645833333,0,0,1,0.680336493,next-voice-onset,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:69:29.625000:1,medium,,,reference-duration-not-candidate,external,P1,1,23.0,0.5,0,0,,
62,108,1,29.875,0.46875,0.125,0.645833333,0.520833333,0.25,0.125,0.0,0.520833333,0,0,0,0.833815357,key-release-grid,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:62:29.875000:1,medium,,,reference-duration-not-candidate,external,P1,1,23.5,0.5,0,0,,
62,108,1,29.875,0.46875,0.125,0.645833333,0.520833333,0.25,0.25,0.125,0.395833333,0,0,1,0.720631812,next-voice-onset,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:62:29.875000:1,medium,,,reference-duration-not-candidate,external,P1,1,23.5,0.5,0,0,,
69,101,1,29.875,0.46875,0.125,0.645833333,0.520833333,0.25,0.125,0.0,0.520833333,0,0,0,0.833815357,key-release-grid,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:69:29.875000:1,medium,,,reference-duration-not-candidate,external,P1,1,23.5,0.5,0,0,,
69,101,1,29.875,0.46875,0.125,0.645833333,0.520833333,0.25,0.25,0.125,0.395833333,0,0,1,0.720631812,next-voice-onset,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:69:29.875000:1,medium,,,reference-duration-not-candidate,external,P1,1,23.5,0.5,0,0,,
62,106,1,30.125,0.53125,0.125,0.395833333,0.270833333,0.375,0.125,0.0,0.270833333,0,0,0,0.880631838,key-release-grid,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:62:30.125000:1,medium,0,reference-score,labeled,external,P1,1,24.0,0.5,0,0,,
62,106,1,30.125,0.53125,0.125,0.395833333,0.270833333,0.375,0.333333333,0.208333333,0.0625,0,0,0,0.693404313,pedal-acoustic-grid,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:62:30.125000:1,medium,0,reference-score,labeled,external,P1,1,24.0,0.5,0,0,,
62,106,1,30.125,0.53125,0.125,0.395833333,0.270833333,0.375,0.375,0.25,0.020833333,0,0,1,0.68839894,next-voice-onset+pedal-acoustic-grid,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:62:30.125000:1,medium,1,reference-score,labeled,external,P1,1,24.0,0.5,0,0,,
69,102,1,30.125,0.53125,0.125,0.395833333,0.270833333,0.375,0.125,0.0,0.270833333,0,0,0,0.880631838,key-release-grid,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:69:30.125000:1,medium,0,reference-score,labeled,external,P1,1,24.0,0.5,0,0,,
69,102,1,30.125,0.53125,0.125,0.395833333,0.270833333,0.375,0.333333333,0.208333333,0.0625,0,0,0,0.693404313,pedal-acoustic-grid,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:69:30.125000:1,medium,0,reference-score,labeled,external,P1,1,24.0,0.5,0,0,,
69,102,1,30.125,0.53125,0.125,0.395833333,0.270833333,0.375,0.375,0.25,0.020833333,0,0,1,0.68839894,next-voice-onset+pedal-acoustic-grid,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:69:30.125000:1,medium,1,reference-score,labeled,external,P1,1,24.0,0.5,0,0,,
62,104,1,30.5,0.625,0.125,0.125,0.0,0.375,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:62:30.500000:1,normal,0,reference-score,labeled,external,P1,1,24.5,0.5,0,0,,
62,104,1,30.5,0.625,0.125,0.125,0.0,0.375,0.375,0.25,0.25,0,0,1,0.629776017,next-voice-onset,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:62:30.500000:1,normal,1,reference-score,labeled,external,P1,1,24.5,0.5,0,0,,
69,102,1,30.875,0.71875,0.125,0.125,0.0,0.458333333,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:69:30.875000:1,normal,0,reference-score,labeled,external,P1,1,25.0,0.5,0,0,,
69,102,1,30.875,0.71875,0.125,0.125,0.0,0.458333333,0.458333333,0.333333333,0.333333333,0,0,1,0.546971995,next-voice-onset,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:69:30.875000:1,normal,1,reference-score,labeled,external,P1,1,25.0,0.5,0,0,,
69,96,1,31.333333333,0.833333333,0.125,4.291666667,4.166666667,0.916666667,0.125,0.0,4.166666667,0,0,0,0.701684487,key-release-grid,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:69:31.333333:1,medium,,,unmatched,external,,,,,,,,
69,96,1,31.333333333,0.833333333,0.125,4.291666667,4.166666667,0.916666667,0.666666667,0.541666667,3.625,0,1,0,0.280152501,barline,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:69:31.333333:1,medium,,,unmatched,external,,,,,,,,
69,96,1,31.333333333,0.833333333,0.125,4.291666667,4.166666667,0.916666667,0.916666667,0.791666667,3.375,1,0,1,0.158271397,next-voice-onset,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:69:31.333333:1,medium,,,unmatched,external,,,,,,,,
76,99,1,31.333333333,0.833333333,0.125,4.291666667,4.166666667,0.916666667,0.125,0.0,4.166666667,0,0,0,0.701684487,key-release-grid,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:76:31.333333:1,medium,,,unmatched,external,,,,,,,,
76,99,1,31.333333333,0.833333333,0.125,4.291666667,4.166666667,0.916666667,0.666666667,0.541666667,3.625,0,1,0,0.280152501,barline,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:76:31.333333:1,medium,,,unmatched,external,,,,,,,,
76,99,1,31.333333333,0.833333333,0.125,4.291666667,4.166666667,0.916666667,0.916666667,0.791666667,3.375,1,0,1,0.158271397,next-voice-onset,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:76:31.333333:1,medium,,,unmatched,external,,,,,,,,
62,100,1,32.25,0.0625,0.125,3.375,3.25,0.5,0.125,0.0,3.25,0,0,0,0.705060478,key-release-grid,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:62:32.250000:1,medium,,,unmatched,external,,,,,,,,
62,100,1,32.25,0.0625,0.125,3.375,3.25,0.5,0.5,0.375,2.875,0,0,1,0.358592996,next-voice-onset,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:62:32.250000:1,medium,,,unmatched,external,,,,,,,,
69,92,1,32.25,0.0625,0.125,3.375,3.25,0.5,0.125,0.0,3.25,0,0,0,0.705060478,key-release-grid,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:69:32.250000:1,medium,,,unmatched,external,,,,,,,,
69,92,1,32.25,0.0625,0.125,3.375,3.25,0.5,0.5,0.375,2.875,0,0,1,0.358592996,next-voice-onset,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:69:32.250000:1,medium,,,unmatched,external,,,,,,,,
62,91,1,32.75,0.1875,0.125,2.875,2.75,0.25,0.125,0.0,2.75,0,0,0,0.709220792,key-release-grid,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:62:32.750000:1,medium,,,reference-duration-not-candidate,external,P1,1,28.0,0.5,0,0,,
62,91,1,32.75,0.1875,0.125,2.875,2.75,0.25,0.25,0.125,2.625,0,0,1,0.57587358,next-voice-onset,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:62:32.750000:1,medium,,,reference-duration-not-candidate,external,P1,1,28.0,0.5,0,0,,
69,96,1,33.0,0.25,0.125,2.625,2.5,0.25,0.125,0.0,2.5,0,0,0,0.712446767,key-release-grid,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:69:33.000000:1,medium,,,unmatched,external,,,,,,,,
69,96,1,33.0,0.25,0.125,2.625,2.5,0.25,0.25,0.125,2.375,0,0,1,0.579621628,next-voice-onset,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:69:33.000000:1,medium,,,unmatched,external,,,,,,,,
69,104,1,33.25,0.3125,0.125,2.375,2.25,0.625,0.125,0.0,2.25,0,0,0,0.716801378,key-release-grid,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:69:33.250000:1,medium,,,unmatched,external,,,,,,,,
69,104,1,33.25,0.3125,0.125,2.375,2.25,0.625,0.625,0.5,1.75,0,0,1,0.308129716,next-voice-onset,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:69:33.250000:1,medium,,,unmatched,external,,,,,,,,
76,95,1,33.25,0.3125,0.125,2.375,2.25,0.625,0.125,0.0,2.25,0,0,0,0.716801378,key-release-grid,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:76:33.250000:1,medium,,,unmatched,external,,,,,,,,
76,95,1,33.25,0.3125,0.125,2.375,2.25,0.625,0.625,0.5,1.75,0,0,1,0.308129716,next-voice-onset,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:76:33.250000:1,medium,,,unmatched,external,,,,,,,,
62,80,1,33.875,0.46875,0.125,1.75,1.625,0.25,0.125,0.0,1.625,0,0,0,0.735568518,key-release-grid,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:62:33.875000:1,medium,,,reference-duration-not-candidate,external,P1,1,29.5,0.5,0,0,,
62,80,1,33.875,0.46875,0.125,1.75,1.625,0.25,0.25,0.125,1.5,0,0,1,0.60648527,next-voice-onset,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:62:33.875000:1,medium,,,reference-duration-not-candidate,external,P1,1,29.5,0.5,0,0,,
69,75,1,33.875,0.46875,0.125,1.75,1.625,0.25,0.125,0.0,1.625,0,0,0,0.735568518,key-release-grid,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:69:33.875000:1,medium,,,reference-duration-not-candidate,external,P1,1,29.5,0.5,0,0,,
69,75,1,33.875,0.46875,0.125,1.75,1.625,0.25,0.25,0.125,1.5,0,0,1,0.60648527,next-voice-onset,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:69:33.875000:1,medium,,,reference-duration-not-candidate,external,P1,1,29.5,0.5,0,0,,
69,97,1,34.125,0.53125,0.125,1.5,1.375,0.5,0.125,0.0,1.375,0,0,0,0.748012477,key-release-grid,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:69:34.125000:1,medium,,,unmatched,external,,,,,,,,
69,97,1,34.125,0.53125,0.125,1.5,1.375,0.5,0.5,0.375,1.0,0,0,1,0.42595514,next-voice-onset,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:69:34.125000:1,medium,,,unmatched,external,,,,,,,,
76,102,1,34.125,0.53125,0.125,1.5,1.375,0.5,0.125,0.0,1.375,0,0,0,0.748012477,key-release-grid,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:76:34.125000:1,medium,,,unmatched,external,,,,,,,,
76,102,1,34.125,0.53125,0.125,1.5,1.375,0.5,0.5,0.375,1.0,0,0,1,0.42595514,next-voice-onset,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:76:34.125000:1,medium,,,unmatched,external,,,,,,,,
62,73,1,34.625,0.65625,0.125,1.0,0.875,0.25,0.125,0.0,0.875,0,0,0,0.787484437,key-release-grid,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:62:34.625000:1,medium,,,reference-duration-not-candidate,external,P1,1,31.0,0.5,0,0,,
62,73,1,34.625,0.65625,0.125,1.0,0.875,0.25,0.25,0.125,0.75,0,0,1,0.666802963,next-voice-onset,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:62:34.625000:1,medium,,,reference-duration-not-candidate,external,P1,1,31.0,0.5,0,0,,
69,69,2,34.666666667,0.666666667,0.125,0.958333333,0.833333333,0.208333333,0.125,0.0,0.833333333,0,0,0,0.79196986,key-release-grid,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:69:34.666667:2,medium,,,reference-duration-not-candidate,external,P1,1,31.0,0.5,0,0,,
69,69,2,34.666666667,0.666666667,0.125,0.958333333,0.833333333,0.208333333,0.208333333,0.083333333,0.75,0,0,1,0.714179623,next-voice-onset,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:69:34.666667:2,medium,,,reference-duration-not-candidate,external,P1,1,31.0,0.5,0,0,,
76,99,1,34.875,0.71875,0.333333333,0.75,0.416666667,0.75,0.333333333,0.0,0.416666667,0,0,0,0.851632665,key-release-grid,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:76:34.875000:1,medium,,,unmatched,external,,,,,,,,
76,99,1,34.875,0.71875,0.333333333,0.75,0.416666667,0.75,0.375,0.041666667,0.375,0,0,0,0.803438128,key-release-grid,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:76:34.875000:1,medium,,,unmatched,external,,,,,,,,
76,99,1,34.875,0.71875,0.333333333,0.75,0.416666667,0.75,0.25,0.083333333,0.5,0,0,0,0.729740117,key-release-grid,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:76:34.875000:1,medium,,,unmatched,external,,,,,,,,
76,99,1,34.875,0.71875,0.333333333,0.75,0.416666667,0.75,0.666666667,0.333333334,0.083333333,0,0,0,0.585601337,pedal-acoustic-grid,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:76:34.875000:1,medium,,,unmatched,external,,,,,,,,
76,99,1,34.875,0.71875,0.333333333,0.75,0.416666667,0.75,0.75,0.416666667,0.0,0,0,1,0.574218746,next-voice-onset+pedal-acoustic-grid,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:76:34.875000:1,medium,,,unmatched,external,,,,,,,,
69,98,2,34.875,0.71875,0.25,0.75,0.5,0.5,0.25,0.0,0.5,0,0,0,0.837202909,key-release-grid,LisztMephisto_Waltz,RH,LisztMephisto_Waltz:RH:69:34.875000:2,medium,,,unmatched,external,,,,,,,,
